pert_id	cell_iname	pert_type	compound_id	drug_id
BRD-K84466663	HA1E	trt_cp	BRD-K84466663__HA1E__trt_cp	nelarabine
BRD-K79102359	YAPC	trt_cp	BRD-K79102359__YAPC__trt_cp	idalopirdine
BRD-K31309378	HA1E	trt_cp	BRD-K31309378__HA1E__trt_cp	lucitanib
BRD-A82522119	THP1	trt_cp	BRD-A82522119__THP1__trt_cp	tibolone
BRD-A96060515	JURKAT	trt_cp	BRD-A96060515__JURKAT__trt_cp	ipratropium
BRD-K21670884	PC3	trt_cp	BRD-K21670884__PC3__trt_cp	cariporide
BRD-K02389548	PC3	trt_cp	BRD-K02389548__PC3__trt_cp	rg-2833
BRD-A74980173	PC3	trt_cp	BRD-A74980173__PC3__trt_cp	gatifloxacin
BRD-K29735307	A549	trt_cp	BRD-K29735307__A549__trt_cp	enobosarm
BRD-K34415467	HT29	trt_cp	BRD-K34415467__HT29__trt_cp	trimethobenzamide
BRD-A79431551	THP1	trt_cp	BRD-A79431551__THP1__trt_cp	3-deazaadenosine
BRD-K91301684	A549	trt_cp	BRD-K91301684__A549__trt_cp	noscapine
BRD-K90948141	A549	trt_cp	BRD-K90948141__A549__trt_cp	indiplon
BRD-A29734509	YAPC	trt_cp	BRD-A29734509__YAPC__trt_cp	disopyramide
BRD-A26503646	HT29	trt_cp	BRD-A26503646__HT29__trt_cp	formestane
BRD-K09471561	HT29	trt_cp	BRD-K09471561__HT29__trt_cp	levofloxacin
BRD-K10845183	HT29	trt_cp	BRD-K10845183__HT29__trt_cp	tiludronic acid
BRD-K19761926	A375	trt_cp	BRD-K19761926__A375__trt_cp	eplerenone
BRD-K24219278	A375	trt_cp	BRD-K24219278__A375__trt_cp	amineptine
BRD-K88789588	HT29	trt_cp	BRD-K88789588__HT29__trt_cp	letrozole
BRD-K75024268	YAPC	trt_cp	BRD-K75024268__YAPC__trt_cp	lesinurad
BRD-A34255068	THP1	trt_cp	BRD-A34255068__THP1__trt_cp	rolipram
BRD-A13084692	HELA	trt_cp	BRD-A13084692__HELA__trt_cp	troglitazone
BRD-K07160047	A375	trt_cp	BRD-K07160047__A375__trt_cp	fiacitabine
BRD-A69951442	THP1	trt_cp	BRD-A69951442__THP1__trt_cp	dexamethasone
BRD-K45542189	HT29	trt_cp	BRD-K45542189__HT29__trt_cp	diethylcarbamazine
BRD-K66175015	A375	trt_cp	BRD-K66175015__A375__trt_cp	afatinib
BRD-A63752151	HA1E	trt_cp	BRD-A63752151__HA1E__trt_cp	fidarestat
BRD-K83405785	THP1	trt_cp	BRD-K83405785__THP1__trt_cp	pimavanserin
BRD-A62025033	MCF7	trt_cp	BRD-A62025033__MCF7__trt_cp	temsirolimus
BRD-K71103788	HA1E	trt_cp	BRD-K71103788__HA1E__trt_cp	duloxetine
BRD-K73088654	HELA	trt_cp	BRD-K73088654__HELA__trt_cp	floxuridine
BRD-A79431551	HELA	trt_cp	BRD-A79431551__HELA__trt_cp	3-deazaadenosine
BRD-K94436377	HELA	trt_cp	BRD-K94436377__HELA__trt_cp	diosmin
BRD-K96042922	HELA	trt_cp	BRD-K96042922__HELA__trt_cp	etanidazole
BRD-K60237333	JURKAT	trt_cp	BRD-K60237333__JURKAT__trt_cp	niacin
BRD-K50422030	HEK293	trt_cp	BRD-K50422030__HEK293__trt_cp	clomethiazole
BRD-K81694556	MCF10A	trt_cp	BRD-K81694556__MCF10A__trt_cp	vtp-27999
BRD-A30815329	JURKAT	trt_cp	BRD-A30815329__JURKAT__trt_cp	felodipine
BRD-K64504314	JURKAT	trt_cp	BRD-K64504314__JURKAT__trt_cp	dienogest
BRD-K62387885	MCF10A	trt_cp	BRD-K62387885__MCF10A__trt_cp	basimglurant
BRD-K70505054	MCF10A	trt_cp	BRD-K70505054__MCF10A__trt_cp	ranitidine
BRD-K77947974	JURKAT	trt_cp	BRD-K77947974__JURKAT__trt_cp	fluspirilene
BRD-A97104540	JURKAT	trt_cp	BRD-A97104540__JURKAT__trt_cp	fenoterol
BRD-K40758068	HUVEC	trt_cp	BRD-K40758068__HUVEC__trt_cp	efavirenz
BRD-K38183498	HUVEC	trt_cp	BRD-K38183498__HUVEC__trt_cp	clonazepam
BRD-K56104152	MDAMB231	trt_cp	BRD-K56104152__MDAMB231__trt_cp	oxiconazole
BRD-K85307935	MDAMB231	trt_cp	BRD-K85307935__MDAMB231__trt_cp	novobiocin
BRD-K28456624	MDAMB231	trt_cp	BRD-K28456624__MDAMB231__trt_cp	seocalcitol
BRD-K62200014	MDAMB231	trt_cp	BRD-K62200014__MDAMB231__trt_cp	anagrelide
BRD-K25394294	A549	trt_cp	BRD-K25394294__A549__trt_cp	oxaprozin
BRD-K23190681	HELA	trt_cp	BRD-K23190681__HELA__trt_cp	av-412
BRD-A14966924	HELA	trt_cp	BRD-A14966924__HELA__trt_cp	alaproclate
BRD-K47095176	A549	trt_cp	BRD-K47095176__A549__trt_cp	talnetant
BRD-K97101532	A549	trt_cp	BRD-K97101532__A549__trt_cp	tezacaftor
BRD-K93460210	HT29	trt_cp	BRD-K93460210__HT29__trt_cp	lamotrigine
BRD-K43797669	A375	trt_cp	BRD-K43797669__A375__trt_cp	genistein
BRD-A14886633	HT29	trt_cp	BRD-A14886633__HT29__trt_cp	norgestrel
BRD-K07160047	YAPC	trt_cp	BRD-K07160047__YAPC__trt_cp	fiacitabine
BRD-A58280226	THP1	trt_cp	BRD-A58280226__THP1__trt_cp	y-27632
BRD-K62277907	HA1E	trt_cp	BRD-K62277907__HA1E__trt_cp	sarsagenin
BRD-K82767007	A549	trt_cp	BRD-K82767007__A549__trt_cp	dazoxiben
BRD-K72093121	YAPC	trt_cp	BRD-K72093121__YAPC__trt_cp	vidarabine
BRD-K99749624	HELA	trt_cp	BRD-K99749624__HELA__trt_cp	linifanib
BRD-K65170927	A549	trt_cp	BRD-K65170927__A549__trt_cp	aprepitant
BRD-K76775527	MCF7	trt_cp	BRD-K76775527__MCF7__trt_cp	nimesulide
BRD-K36970462	JURKAT	trt_cp	BRD-K36970462__JURKAT__trt_cp	tonabersat
BRD-A36010170	MCF10A	trt_cp	BRD-A36010170__MCF10A__trt_cp	amcinonide
BRD-K43457670	MCF10A	trt_cp	BRD-K43457670__MCF10A__trt_cp	acetazolamide
BRD-K67017579	MCF10A	trt_cp	BRD-K67017579__MCF10A__trt_cp	cilostazol
BRD-K62277907	HEK293	trt_cp	BRD-K62277907__HEK293__trt_cp	sarsagenin
BRD-K98769987	JURKAT	trt_cp	BRD-K98769987__JURKAT__trt_cp	flumazenil
BRD-K67844266	HUVEC	trt_cp	BRD-K67844266__HUVEC__trt_cp	pevonedistat
BRD-K02867583	MDAMB231	trt_cp	BRD-K02867583__MDAMB231__trt_cp	minaprine
BRD-K03289534	MDAMB231	trt_cp	BRD-K03289534__MDAMB231__trt_cp	lersivirine
BRD-K06902185	HUVEC	trt_cp	BRD-K06902185__HUVEC__trt_cp	minoxidil
BRD-K10670311	HELA	trt_cp	BRD-K10670311__HELA__trt_cp	sulfasalazine
BRD-K16295392	A375	trt_cp	BRD-K16295392__A375__trt_cp	atrasentan
BRD-K15507868	HA1E	trt_cp	BRD-K15507868__HA1E__trt_cp	tesaglitazar
BRD-K35687421	HELA	trt_cp	BRD-K35687421__HELA__trt_cp	gimeracil
BRD-K32285926	HELA	trt_cp	BRD-K32285926__HELA__trt_cp	amg-208
BRD-A22305049	YAPC	trt_cp	BRD-A22305049__YAPC__trt_cp	benfluorex
BRD-K18922609	YAPC	trt_cp	BRD-K18922609__YAPC__trt_cp	neostigmine
BRD-A52922642	HA1E	trt_cp	BRD-A52922642__HA1E__trt_cp	gallopamil
BRD-A14798026	HELA	trt_cp	BRD-A14798026__HELA__trt_cp	mestranol
BRD-K03194791	THP1	trt_cp	BRD-K03194791__THP1__trt_cp	roflumilast
BRD-K57371763	HA1E	trt_cp	BRD-K57371763__HA1E__trt_cp	fidaxomicin
BRD-K59325863	MCF7	trt_cp	BRD-K59325863__MCF7__trt_cp	delanzomib
BRD-K57432881	A375	trt_cp	BRD-K57432881__A375__trt_cp	tiapride
BRD-K50031829	HA1E	trt_cp	BRD-K50031829__HA1E__trt_cp	pf-04447943
BRD-K49456274	HT29	trt_cp	BRD-K49456274__HT29__trt_cp	pilaralisib
BRD-A80151636	YAPC	trt_cp	BRD-A80151636__YAPC__trt_cp	bromocriptine
BRD-K82677201	HELA	trt_cp	BRD-K82677201__HELA__trt_cp	almitrine
BRD-K74514084	HA1E	trt_cp	BRD-K74514084__HA1E__trt_cp	pazopanib
BRD-K92723993	A375	trt_cp	BRD-K92723993__A375__trt_cp	imatinib
BRD-K94830329	HA1E	trt_cp	BRD-K94830329__HA1E__trt_cp	ataluren
BRD-K12184916	HELA	trt_cp	BRD-K12184916__HELA__trt_cp	dactolisib
BRD-K20285085	HA1E	trt_cp	BRD-K20285085__HA1E__trt_cp	fostamatinib
BRD-K88789588	YAPC	trt_cp	BRD-K88789588__YAPC__trt_cp	letrozole
BRD-K91301684	THP1	trt_cp	BRD-K91301684__THP1__trt_cp	noscapine
BRD-K87737963	HT29	trt_cp	BRD-K87737963__HT29__trt_cp	momelotinib
BRD-K02292852	JURKAT	trt_cp	BRD-K02292852__JURKAT__trt_cp	cefoperazone
BRD-K78126613	MCF10A	trt_cp	BRD-K78126613__MCF10A__trt_cp	menadione
BRD-K26701552	MCF7	trt_cp	BRD-K26701552__MCF7__trt_cp	tegobuvir
BRD-K31309378	HELA	trt_cp	BRD-K31309378__HELA__trt_cp	lucitanib
BRD-K18779551	YAPC	trt_cp	BRD-K18779551__YAPC__trt_cp	bifemelane
BRD-A13133631	A375	trt_cp	BRD-A13133631__A375__trt_cp	fluorometholone
BRD-K05658747	THP1	trt_cp	BRD-K05658747__THP1__trt_cp	raltegravir
BRD-K58951486	A549	trt_cp	BRD-K58951486__A549__trt_cp	rocuronium
BRD-K67017579	HA1E	trt_cp	BRD-K67017579__HA1E__trt_cp	cilostazol
BRD-K85925969	A549	trt_cp	BRD-K85925969__A549__trt_cp	zalcitabine
BRD-K83057217	HELA	trt_cp	BRD-K83057217__HELA__trt_cp	doxifluridine
BRD-K68346641	HELA	trt_cp	BRD-K68346641__HELA__trt_cp	amsacrine
BRD-K45275534	A375	trt_cp	BRD-K45275534__A375__trt_cp	betrixaban
BRD-K78055238	HT29	trt_cp	BRD-K78055238__HT29__trt_cp	ly-2090314
BRD-K92241597	HA1E	trt_cp	BRD-K92241597__HA1E__trt_cp	tosedostat
BRD-K97799481	HA1E	trt_cp	BRD-K97799481__HA1E__trt_cp	theophylline
BRD-K99604664	HT29	trt_cp	BRD-K99604664__HT29__trt_cp	tanaproget
BRD-K97399794	A549	trt_cp	BRD-K97399794__A549__trt_cp	quercetin
BRD-K29653726	HELA	trt_cp	BRD-K29653726__HELA__trt_cp	topiramate
BRD-K39252998	MCF10A	trt_cp	BRD-K39252998__MCF10A__trt_cp	atipamezole
BRD-K58951486	MCF10A	trt_cp	BRD-K58951486__MCF10A__trt_cp	rocuronium
BRD-K68065987	HEK293	trt_cp	BRD-K68065987__HEK293__trt_cp	mk-2206
BRD-K58211978	MCF10A	trt_cp	BRD-K58211978__MCF10A__trt_cp	roxithromycin
BRD-K51544265	MDAMB231	trt_cp	BRD-K51544265__MDAMB231__trt_cp	cabozantinib
BRD-A75305484	MCF10A	trt_cp	BRD-A75305484__MCF10A__trt_cp	anidulafungin
BRD-A07563059	MDAMB231	trt_cp	BRD-A07563059__MDAMB231__trt_cp	bopindolol
BRD-K71822263	PC3	trt_cp	BRD-K71822263__PC3__trt_cp	d-serine
BRD-K79501723	PC3	trt_cp	BRD-K79501723__PC3__trt_cp	cyclizine
BRD-K31309378	MCF7	trt_cp	BRD-K31309378__MCF7__trt_cp	lucitanib
BRD-K29950728	THP1	trt_cp	BRD-K29950728__THP1__trt_cp	clomifene
BRD-K12735121	YAPC	trt_cp	BRD-K12735121__YAPC__trt_cp	tg-100801
BRD-K15933101	HT29	trt_cp	BRD-K15933101__HT29__trt_cp	ropinirole
BRD-K15766189	HT29	trt_cp	BRD-K15766189__HT29__trt_cp	cefdinir
BRD-K22482860	HT29	trt_cp	BRD-K22482860__HT29__trt_cp	dalfampridine
BRD-K54759182	A375	trt_cp	BRD-K54759182__A375__trt_cp	dosulepin
BRD-K36970462	THP1	trt_cp	BRD-K36970462__THP1__trt_cp	tonabersat
BRD-K07208025	MCF7	trt_cp	BRD-K07208025__MCF7__trt_cp	trimethoprim
BRD-K39339537	HA1E	trt_cp	BRD-K39339537__HA1E__trt_cp	epirizole
BRD-K41524689	HELA	trt_cp	BRD-K41524689__HELA__trt_cp	acetaminophen
BRD-K58211978	A375	trt_cp	BRD-K58211978__A375__trt_cp	roxithromycin
BRD-K56810756	HELA	trt_cp	BRD-K56810756__HELA__trt_cp	fomepizole
BRD-A52252998	THP1	trt_cp	BRD-A52252998__THP1__trt_cp	clindamycin
BRD-K51747290	YAPC	trt_cp	BRD-K51747290__YAPC__trt_cp	hydroxyurea
BRD-K64504314	A375	trt_cp	BRD-K64504314__A375__trt_cp	dienogest
BRD-K62363391	A549	trt_cp	BRD-K62363391__A549__trt_cp	dapsone
BRD-A61793559	THP1	trt_cp	BRD-A61793559__THP1__trt_cp	metolazone
BRD-K80082640	A549	trt_cp	BRD-K80082640__A549__trt_cp	otamixaban
BRD-K70330367	A549	trt_cp	BRD-K70330367__A549__trt_cp	amantadine
BRD-K76908866	HELA	trt_cp	BRD-K76908866__HELA__trt_cp	cp-724714
BRD-A82156122	YAPC	trt_cp	BRD-A82156122__YAPC__trt_cp	saxagliptin
BRD-A74667430	HELA	trt_cp	BRD-A74667430__HELA__trt_cp	etodolac
BRD-K73440166	HT29	trt_cp	BRD-K73440166__HT29__trt_cp	cinaciguat
BRD-K88358234	HA1E	trt_cp	BRD-K88358234__HA1E__trt_cp	xaliproden
BRD-K95237249	HA1E	trt_cp	BRD-K95237249__HA1E__trt_cp	probenecid
BRD-A62035778	A549	trt_cp	BRD-A62035778__A549__trt_cp	scopolamine
BRD-K85090592	JURKAT	trt_cp	BRD-K85090592__JURKAT__trt_cp	pilocarpine
BRD-A93353767	HEK293	trt_cp	BRD-A93353767__HEK293__trt_cp	isoconazole
BRD-K43887077	JURKAT	trt_cp	BRD-K43887077__JURKAT__trt_cp	dopamine
BRD-K79131256	JURKAT	trt_cp	BRD-K79131256__JURKAT__trt_cp	albendazole
BRD-K93034159	MDAMB231	trt_cp	BRD-K93034159__MDAMB231__trt_cp	cladribine
BRD-K65992024	MDAMB231	trt_cp	BRD-K65992024__MDAMB231__trt_cp	pirenoxine
BRD-K79254416	PC3	trt_cp	BRD-K79254416__PC3__trt_cp	decitabine
BRD-K14704277	PC3	trt_cp	BRD-K14704277__PC3__trt_cp	cinoxacin
BRD-A67516570	PC3	trt_cp	BRD-A67516570__PC3__trt_cp	lafutidine
BRD-K75699339	PC3	trt_cp	BRD-K75699339__PC3__trt_cp	rizatriptan
BRD-K91111634	PC3	trt_cp	BRD-K91111634__PC3__trt_cp	rotigotine
BRD-K25114078	A549	trt_cp	BRD-K25114078__A549__trt_cp	pimagedine
BRD-A17411484	YAPC	trt_cp	BRD-A17411484__YAPC__trt_cp	carprofen
BRD-K03289534	HELA	trt_cp	BRD-K03289534__HELA__trt_cp	lersivirine
BRD-A39415247	A375	trt_cp	BRD-A39415247__A375__trt_cp	norethisterone
BRD-A55579717	THP1	trt_cp	BRD-A55579717__THP1__trt_cp	cytisine
BRD-K85679373	HELA	trt_cp	BRD-K85679373__HELA__trt_cp	sulbactam
BRD-K08206212	HT29	trt_cp	BRD-K08206212__HT29__trt_cp	entecavir
BRD-K19741547	HT29	trt_cp	BRD-K19741547__HT29__trt_cp	vernakalant
BRD-K37516142	MCF7	trt_cp	BRD-K37516142__MCF7__trt_cp	idebenone
BRD-K17849083	HELA	trt_cp	BRD-K17849083__HELA__trt_cp	tranilast
BRD-A07395371	HELA	trt_cp	BRD-A07395371__HELA__trt_cp	esmolol
BRD-K42348709	A549	trt_cp	BRD-K42348709__A549__trt_cp	cyclobenzaprine
BRD-K86301799	HT29	trt_cp	BRD-K86301799__HT29__trt_cp	dipyridamole
BRD-K54006094	HT29	trt_cp	BRD-K54006094__HT29__trt_cp	formoterol
BRD-A62035778	HELA	trt_cp	BRD-A62035778__HELA__trt_cp	scopolamine
BRD-K50498985	THP1	trt_cp	BRD-K50498985__THP1__trt_cp	taladegib
BRD-K86816506	HA1E	trt_cp	BRD-K86816506__HA1E__trt_cp	pf-04457845
BRD-K83720053	YAPC	trt_cp	BRD-K83720053__YAPC__trt_cp	avagacestat
BRD-K74363950	HELA	trt_cp	BRD-K74363950__HELA__trt_cp	aclidinium
BRD-A68464583	A375	trt_cp	BRD-A68464583__A375__trt_cp	mazindol
BRD-K74057757	HT29	trt_cp	BRD-K74057757__HT29__trt_cp	indibulin
BRD-A98990573	MCF7	trt_cp	BRD-A98990573__MCF7__trt_cp	epinastine
BRD-A92537424	A375	trt_cp	BRD-A92537424__A375__trt_cp	danazol
BRD-A62525898	THP1	trt_cp	BRD-A62525898__THP1__trt_cp	prednisone
BRD-K51143828	JURKAT	trt_cp	BRD-K51143828__JURKAT__trt_cp	lurasidone
BRD-K48578705	HEK293	trt_cp	BRD-K48578705__HEK293__trt_cp	methyldopa
BRD-K46970505	MCF10A	trt_cp	BRD-K46970505__MCF10A__trt_cp	cefozopran
BRD-K36927236	HEK293	trt_cp	BRD-K36927236__HEK293__trt_cp	glyburide
BRD-K32318651	MCF10A	trt_cp	BRD-K32318651__MCF10A__trt_cp	acyclovir
BRD-K82135108	MCF10A	trt_cp	BRD-K82135108__MCF10A__trt_cp	elesclomol
BRD-K86525559	HUVEC	trt_cp	BRD-K86525559__HUVEC__trt_cp	azd-7762
BRD-A89175223	JURKAT	trt_cp	BRD-A89175223__JURKAT__trt_cp	bisoprolol
BRD-K51747290	MCF10A	trt_cp	BRD-K51747290__MCF10A__trt_cp	hydroxyurea
BRD-A70998768	MDAMB231	trt_cp	BRD-A70998768__MDAMB231__trt_cp	pinaverium
BRD-K77695569	MDAMB231	trt_cp	BRD-K77695569__MDAMB231__trt_cp	thiabendazole
BRD-K03289534	MCF10A	trt_cp	BRD-K03289534__MCF10A__trt_cp	lersivirine
BRD-A80017228	MCF10A	trt_cp	BRD-A80017228__MCF10A__trt_cp	bendroflumethiazide
BRD-A78877355	MCF10A	trt_cp	BRD-A78877355__MCF10A__trt_cp	nefopam
BRD-A23067620	PC3	trt_cp	BRD-A23067620__PC3__trt_cp	itraconazole
BRD-K14796088	PC3	trt_cp	BRD-K14796088__PC3__trt_cp	berberine
BRD-K25361343	HA1E	trt_cp	BRD-K25361343__HA1E__trt_cp	batimastat
BRD-K29322660	HT29	trt_cp	BRD-K29322660__HT29__trt_cp	edoxaban
BRD-K17498618	A375	trt_cp	BRD-K17498618__A375__trt_cp	atracurium
BRD-K31309378	A375	trt_cp	BRD-K31309378__A375__trt_cp	lucitanib
BRD-K11399644	A375	trt_cp	BRD-K11399644__A375__trt_cp	phenformin
BRD-K52172416	HELA	trt_cp	BRD-K52172416__HELA__trt_cp	anastrozole
BRD-A33084557	HT29	trt_cp	BRD-A33084557__HT29__trt_cp	tioconazole
BRD-A01787639	THP1	trt_cp	BRD-A01787639__THP1__trt_cp	naftopidil
BRD-K56104152	A549	trt_cp	BRD-K56104152__A549__trt_cp	oxiconazole
BRD-K63736853	HA1E	trt_cp	BRD-K63736853__HA1E__trt_cp	acipimox
BRD-A98845662	A375	trt_cp	BRD-A98845662__A375__trt_cp	desvenlafaxine
BRD-K17203476	HA1E	trt_cp	BRD-K17203476__HA1E__trt_cp	ly-2874455
BRD-K54759182	MCF7	trt_cp	BRD-K54759182__MCF7__trt_cp	dosulepin
BRD-A55393291	HEK293	trt_cp	BRD-A55393291__HEK293__trt_cp	testosterone
BRD-K58010567	HEK293	trt_cp	BRD-K58010567__HEK293__trt_cp	vilazodone
BRD-A72309220	HEK293	trt_cp	BRD-A72309220__HEK293__trt_cp	metergoline
BRD-A33084557	HUVEC	trt_cp	BRD-A33084557__HUVEC__trt_cp	tioconazole
BRD-A88138582	HUVEC	trt_cp	BRD-A88138582__HUVEC__trt_cp	halcinonide
BRD-K30421593	A375	trt_cp	BRD-K30421593__A375__trt_cp	timolol
BRD-K25943794	MCF7	trt_cp	BRD-K25943794__MCF7__trt_cp	blonanserin
BRD-A28787076	MCF7	trt_cp	BRD-A28787076__MCF7__trt_cp	inosine
BRD-K17944737	A549	trt_cp	BRD-K17944737__A549__trt_cp	artesunate
BRD-K16762525	A549	trt_cp	BRD-K16762525__A549__trt_cp	clarithromycin
BRD-K20285085	HELA	trt_cp	BRD-K20285085__HELA__trt_cp	fostamatinib
BRD-K15010214	A375	trt_cp	BRD-K15010214__A375__trt_cp	emedastine
BRD-K13183738	HT29	trt_cp	BRD-K13183738__HT29__trt_cp	pentamidine
BRD-K06240250	HELA	trt_cp	BRD-K06240250__HELA__trt_cp	rilpivirine
BRD-K04185004	YAPC	trt_cp	BRD-K04185004__YAPC__trt_cp	oxybuprocaine
BRD-A43882281	A375	trt_cp	BRD-A43882281__A375__trt_cp	pinacidil
BRD-K67783091	HELA	trt_cp	BRD-K67783091__HELA__trt_cp	haloperidol
BRD-A49160188	MCF7	trt_cp	BRD-A49160188__MCF7__trt_cp	donepezil
BRD-K68747584	HELA	trt_cp	BRD-K68747584__HELA__trt_cp	pf-03814735
BRD-K97729603	HA1E	trt_cp	BRD-K97729603__HA1E__trt_cp	pimecrolimus
BRD-K08924299	PC3	trt_cp	BRD-K08924299__PC3__trt_cp	palonosetron
BRD-K95412502	MCF10A	trt_cp	BRD-K95412502__MCF10A__trt_cp	istaroxime
BRD-A48430263	MDAMB231	trt_cp	BRD-A48430263__MDAMB231__trt_cp	pioglitazone
BRD-K76205745	MCF10A	trt_cp	BRD-K76205745__MCF10A__trt_cp	losartan
BRD-K67966701	PC3	trt_cp	BRD-K67966701__PC3__trt_cp	lisinopril
BRD-A91699651	PC3	trt_cp	BRD-A91699651__PC3__trt_cp	chloroquine
BRD-K35169477	MCF7	trt_cp	BRD-K35169477__MCF7__trt_cp	taranabant
BRD-K59332007	THP1	trt_cp	BRD-K59332007__THP1__trt_cp	linopirdine
BRD-A55913614	THP1	trt_cp	BRD-A55913614__THP1__trt_cp	primaquine
BRD-K93618743	THP1	trt_cp	BRD-K93618743__THP1__trt_cp	ipriflavone
BRD-K93618743	YAPC	trt_cp	BRD-K93618743__YAPC__trt_cp	ipriflavone
BRD-A27732521	YAPC	trt_cp	BRD-A27732521__YAPC__trt_cp	tolperisone
BRD-K23677682	HT29	trt_cp	BRD-K23677682__HT29__trt_cp	vosaroxin
BRD-K24844714	HT29	trt_cp	BRD-K24844714__HT29__trt_cp	fluorouracil
BRD-K14704277	HA1E	trt_cp	BRD-K14704277__HA1E__trt_cp	cinoxacin
BRD-K13646352	YAPC	trt_cp	BRD-K13646352__YAPC__trt_cp	midostaurin
BRD-K07106112	YAPC	trt_cp	BRD-K07106112__YAPC__trt_cp	bms-599626
BRD-K60341624	HELA	trt_cp	BRD-K60341624__HELA__trt_cp	gsk-1292263
BRD-K56104152	HA1E	trt_cp	BRD-K56104152__HA1E__trt_cp	oxiconazole
BRD-K56104152	HT29	trt_cp	BRD-K56104152__HT29__trt_cp	oxiconazole
BRD-K66937583	HT29	trt_cp	BRD-K66937583__HT29__trt_cp	lodoxamide
BRD-K45542189	THP1	trt_cp	BRD-K45542189__THP1__trt_cp	diethylcarbamazine
BRD-K50859149	YAPC	trt_cp	BRD-K50859149__YAPC__trt_cp	sulfisoxazole
BRD-A49622760	HELA	trt_cp	BRD-A49622760__HELA__trt_cp	faropenem
BRD-K49685476	YAPC	trt_cp	BRD-K49685476__YAPC__trt_cp	arotinoid acid
BRD-K84011460	HELA	trt_cp	BRD-K84011460__HELA__trt_cp	nizofenone
BRD-A45153512	MCF7	trt_cp	BRD-A45153512__MCF7__trt_cp	bimatoprost
BRD-K83794243	HA1E	trt_cp	BRD-K83794243__HA1E__trt_cp	palovarotene
BRD-K95142244	HA1E	trt_cp	BRD-K95142244__HA1E__trt_cp	talazoparib
BRD-K68232650	THP1	trt_cp	BRD-K68232650__THP1__trt_cp	lacosamide
BRD-K53665955	HT29	trt_cp	BRD-K53665955__HT29__trt_cp	mk-5108
BRD-A00147595	A549	trt_cp	BRD-A00147595__A549__trt_cp	balaglitazone
BRD-K61452026	JURKAT	trt_cp	BRD-K61452026__JURKAT__trt_cp	emtricitabine
BRD-K89348303	HEK293	trt_cp	BRD-K89348303__HEK293__trt_cp	ramipril
BRD-K30685142	MCF10A	trt_cp	BRD-K30685142__MCF10A__trt_cp	levothyroxine
BRD-A37959677	HEK293	trt_cp	BRD-A37959677__HEK293__trt_cp	estrone
BRD-K64538373	JURKAT	trt_cp	BRD-K64538373__JURKAT__trt_cp	ro-4987655
BRD-K50938287	MCF10A	trt_cp	BRD-K50938287__MCF10A__trt_cp	sumatriptan
BRD-K92303087	JURKAT	trt_cp	BRD-K92303087__JURKAT__trt_cp	oglemilast
BRD-K82767007	MDAMB231	trt_cp	BRD-K82767007__MDAMB231__trt_cp	dazoxiben
BRD-K74717603	PC3	trt_cp	BRD-K74717603__PC3__trt_cp	etravirine
BRD-K35960502	PC3	trt_cp	BRD-K35960502__PC3__trt_cp	niclosamide
BRD-K38436528	PC3	trt_cp	BRD-K38436528__PC3__trt_cp	imipramine
BRD-K81957469	PC3	trt_cp	BRD-K81957469__PC3__trt_cp	semagacestat
BRD-A89164055	PC3	trt_cp	BRD-A89164055__PC3__trt_cp	sorbinil
BRD-K96342952	PC3	trt_cp	BRD-K96342952__PC3__trt_cp	tobramycin
BRD-K15567136	YAPC	trt_cp	BRD-K15567136__YAPC__trt_cp	papaverine
BRD-K03390685	HELA	trt_cp	BRD-K03390685__HELA__trt_cp	cobimetinib
BRD-K79501723	THP1	trt_cp	BRD-K79501723__THP1__trt_cp	cyclizine
BRD-K23204545	HA1E	trt_cp	BRD-K23204545__HA1E__trt_cp	busulfan
BRD-A21858158	HA1E	trt_cp	BRD-A21858158__HA1E__trt_cp	praziquantel
BRD-K63712959	MCF7	trt_cp	BRD-K63712959__MCF7__trt_cp	temoporfin
BRD-K04112579	A375	trt_cp	BRD-K04112579__A375__trt_cp	nepafenac
BRD-K00673382	PC3	trt_cp	BRD-K00673382__PC3__trt_cp	famotidine
BRD-K85090592	PC3	trt_cp	BRD-K85090592__PC3__trt_cp	pilocarpine
BRD-A05821830	YAPC	trt_cp	BRD-A05821830__YAPC__trt_cp	docetaxel
BRD-A03216249	YAPC	trt_cp	BRD-A03216249__YAPC__trt_cp	mepivacaine
BRD-K50938287	HT29	trt_cp	BRD-K50938287__HT29__trt_cp	sumatriptan
BRD-K49671696	A375	trt_cp	BRD-K49671696__A375__trt_cp	ketanserin
BRD-K67102207	A375	trt_cp	BRD-K67102207__A375__trt_cp	phenylbutyric acid
BRD-K79602928	HELA	trt_cp	BRD-K79602928__HELA__trt_cp	metformin
BRD-K87156652	YAPC	trt_cp	BRD-K87156652__YAPC__trt_cp	carbimazole
BRD-K92303087	HELA	trt_cp	BRD-K92303087__HELA__trt_cp	oglemilast
BRD-K49807096	THP1	trt_cp	BRD-K49807096__THP1__trt_cp	benazepril
BRD-K76953762	MCF7	trt_cp	BRD-K76953762__MCF7__trt_cp	indoramin
BRD-K51662849	JURKAT	trt_cp	BRD-K51662849__JURKAT__trt_cp	ilomastat
BRD-A72309220	MCF10A	trt_cp	BRD-A72309220__MCF10A__trt_cp	metergoline
BRD-A20348246	HEK293	trt_cp	BRD-A20348246__HEK293__trt_cp	chlormezanone
