pert_id	cell_iname	pert_type	compound_id	drug_id
BRD-K70592483	HEK293	trt_cp	BRD-K70592483__HEK293__trt_cp	phenylacetylglutamine
BRD-K79759585	JURKAT	trt_cp	BRD-K79759585__JURKAT__trt_cp	sildenafil
BRD-A73741725	MCF10A	trt_cp	BRD-A73741725__MCF10A__trt_cp	exemestane
BRD-K87737963	JURKAT	trt_cp	BRD-K87737963__JURKAT__trt_cp	momelotinib
BRD-K68867920	HUVEC	trt_cp	BRD-K68867920__HUVEC__trt_cp	quetiapine
BRD-K96720755	MCF10A	trt_cp	BRD-K96720755__MCF10A__trt_cp	relcovaptan
BRD-K97158071	MDAMB231	trt_cp	BRD-K97158071__MDAMB231__trt_cp	droperidol
BRD-A14966924	MDAMB231	trt_cp	BRD-A14966924__MDAMB231__trt_cp	alaproclate
BRD-K48300629	MDAMB231	trt_cp	BRD-K48300629__MDAMB231__trt_cp	zonisamide
BRD-K82677201	MDAMB231	trt_cp	BRD-K82677201__MDAMB231__trt_cp	almitrine
BRD-K16730910	HA1E	trt_cp	BRD-K16730910__HA1E__trt_cp	regorafenib
BRD-K16295392	HA1E	trt_cp	BRD-K16295392__HA1E__trt_cp	atrasentan
BRD-A16665823	HA1E	trt_cp	BRD-A16665823__HA1E__trt_cp	butoconazole
BRD-K31731454	HT29	trt_cp	BRD-K31731454__HT29__trt_cp	pemirolast
BRD-A20126139	A375	trt_cp	BRD-A20126139__A375__trt_cp	medrysone
BRD-K07881437	A375	trt_cp	BRD-K07881437__A375__trt_cp	danusertib
BRD-A07986123	A549	trt_cp	BRD-A07986123__A549__trt_cp	galeterone
BRD-A14886633	A375	trt_cp	BRD-A14886633__A375__trt_cp	norgestrel
BRD-A14966924	HA1E	trt_cp	BRD-A14966924__HA1E__trt_cp	alaproclate
BRD-K05524748	MCF7	trt_cp	BRD-K05524748__MCF7__trt_cp	dronedarone
BRD-K05673000	YAPC	trt_cp	BRD-K05673000__YAPC__trt_cp	dicloxacillin
BRD-K58486055	HELA	trt_cp	BRD-K58486055__HELA__trt_cp	reparixin
BRD-K62363391	HT29	trt_cp	BRD-K62363391__HT29__trt_cp	dapsone
BRD-K70301465	HELA	trt_cp	BRD-K70301465__HELA__trt_cp	ibrutinib
BRD-K72951360	HELA	trt_cp	BRD-K72951360__HELA__trt_cp	valrubicin
BRD-K69776681	YAPC	trt_cp	BRD-K69776681__YAPC__trt_cp	volasertib
BRD-A17655518	HA1E	trt_cp	BRD-A17655518__HA1E__trt_cp	ibuprofen
BRD-A09533288	HA1E	trt_cp	BRD-A09533288__HA1E__trt_cp	verapamil
BRD-A82396632	THP1	trt_cp	BRD-A82396632__THP1__trt_cp	miconazole
BRD-K56844688	HEK293	trt_cp	BRD-K56844688__HEK293__trt_cp	epirubicin
BRD-K04264130	MCF10A	trt_cp	BRD-K04264130__MCF10A__trt_cp	favipiravir
BRD-A04352665	MCF10A	trt_cp	BRD-A04352665__MCF10A__trt_cp	maraviroc
BRD-K81916719	MDAMB231	trt_cp	BRD-K81916719__MDAMB231__trt_cp	triclabendazole
BRD-A26095496	MCF7	trt_cp	BRD-A26095496__MCF7__trt_cp	clobetasol
BRD-K16803204	A549	trt_cp	BRD-K16803204__A549__trt_cp	filgotinib
BRD-K16037980	HA1E	trt_cp	BRD-K16037980__HA1E__trt_cp	z-160
BRD-K33453211	HELA	trt_cp	BRD-K33453211__HELA__trt_cp	levocabastine
BRD-K33882852	YAPC	trt_cp	BRD-K33882852__YAPC__trt_cp	zk-93423
BRD-K23190681	HT29	trt_cp	BRD-K23190681__HT29__trt_cp	av-412
BRD-A44448661	YAPC	trt_cp	BRD-A44448661__YAPC__trt_cp	pentobarbital
BRD-K31495718	HT29	trt_cp	BRD-K31495718__HT29__trt_cp	azd-7687
BRD-K15426076	A375	trt_cp	BRD-K15426076__A375__trt_cp	iguratimod
BRD-A37959677	HELA	trt_cp	BRD-A37959677__HELA__trt_cp	estrone
BRD-K60341624	YAPC	trt_cp	BRD-K60341624__YAPC__trt_cp	gsk-1292263
BRD-K63550407	HELA	trt_cp	BRD-K63550407__HELA__trt_cp	erythromycin
BRD-A65013509	YAPC	trt_cp	BRD-A65013509__YAPC__trt_cp	oxybutynin
BRD-K85090592	YAPC	trt_cp	BRD-K85090592__YAPC__trt_cp	pilocarpine
BRD-A69636825	A375	trt_cp	BRD-A69636825__A375__trt_cp	diltiazem
BRD-K69236721	A375	trt_cp	BRD-K69236721__A375__trt_cp	lumacaftor
BRD-A69636825	MCF7	trt_cp	BRD-A69636825__MCF7__trt_cp	diltiazem
BRD-K69116396	A549	trt_cp	BRD-K69116396__A549__trt_cp	sertindole
BRD-K70464547	HELA	trt_cp	BRD-K70464547__HELA__trt_cp	sertraline
BRD-K74065929	YAPC	trt_cp	BRD-K74065929__YAPC__trt_cp	doramapimod
BRD-K95921201	A549	trt_cp	BRD-K95921201__A549__trt_cp	reserpine
BRD-K58114536	MCF10A	trt_cp	BRD-K58114536__MCF10A__trt_cp	rasagiline
BRD-K82677201	HEK293	trt_cp	BRD-K82677201__HEK293__trt_cp	almitrine
BRD-K97101532	HEK293	trt_cp	BRD-K97101532__HEK293__trt_cp	tezacaftor
BRD-K28822270	HUVEC	trt_cp	BRD-K28822270__HUVEC__trt_cp	resminostat
BRD-K06388322	MCF10A	trt_cp	BRD-K06388322__MCF10A__trt_cp	pramipexole
BRD-K37846922	MDAMB231	trt_cp	BRD-K37846922__MDAMB231__trt_cp	3,3'-diindolylmethane
BRD-K66404838	MDAMB231	trt_cp	BRD-K66404838__MDAMB231__trt_cp	nalbuphine
BRD-A88138582	MCF10A	trt_cp	BRD-A88138582__MCF10A__trt_cp	halcinonide
BRD-A26095496	PC3	trt_cp	BRD-A26095496__PC3__trt_cp	clobetasol
BRD-A98702003	PC3	trt_cp	BRD-A98702003__PC3__trt_cp	carbenoxolone
BRD-A13133631	PC3	trt_cp	BRD-A13133631__PC3__trt_cp	fluorometholone
BRD-K37872686	PC3	trt_cp	BRD-K37872686__PC3__trt_cp	tirofiban
BRD-K85925969	PC3	trt_cp	BRD-K85925969__PC3__trt_cp	zalcitabine
BRD-K85119730	PC3	trt_cp	BRD-K85119730__PC3__trt_cp	tolbutamide
BRD-K53737926	MCF7	trt_cp	BRD-K53737926__MCF7__trt_cp	amitriptyline
BRD-K97101532	MCF7	trt_cp	BRD-K97101532__MCF7__trt_cp	tezacaftor
BRD-K28761891	YAPC	trt_cp	BRD-K28761891__YAPC__trt_cp	ramelteon
BRD-A26384407	HT29	trt_cp	BRD-A26384407__HT29__trt_cp	chlorthalidone
BRD-A24560335	MCF7	trt_cp	BRD-A24560335__MCF7__trt_cp	efatutazone
BRD-K42805893	MCF7	trt_cp	BRD-K42805893__MCF7__trt_cp	osimertinib
BRD-K35007173	MCF7	trt_cp	BRD-K35007173__MCF7__trt_cp	enprofylline
BRD-K99107520	MCF7	trt_cp	BRD-K99107520__MCF7__trt_cp	felbamate
BRD-K31928526	YAPC	trt_cp	BRD-K31928526__YAPC__trt_cp	barasertib
BRD-K01674964	A375	trt_cp	BRD-K01674964__A375__trt_cp	histamine
BRD-K37890730	A375	trt_cp	BRD-K37890730__A375__trt_cp	camptothecin
BRD-K60585088	YAPC	trt_cp	BRD-K60585088__YAPC__trt_cp	paricalcitol
BRD-K53318339	A549	trt_cp	BRD-K53318339__A549__trt_cp	vinpocetine
BRD-A46179541	HELA	trt_cp	BRD-A46179541__HELA__trt_cp	doxapram
BRD-K46839850	HT29	trt_cp	BRD-K46839850__HT29__trt_cp	cinepazide
BRD-K68132782	HA1E	trt_cp	BRD-K68132782__HA1E__trt_cp	terbinafine
BRD-K71799949	HELA	trt_cp	BRD-K71799949__HELA__trt_cp	carbamazepine
BRD-K91456750	A549	trt_cp	BRD-K91456750__A549__trt_cp	sacubitril
BRD-A97808748	HA1E	trt_cp	BRD-A97808748__HA1E__trt_cp	spironolactone
BRD-K95763993	HELA	trt_cp	BRD-K95763993__HELA__trt_cp	trapidil
BRD-K94534639	MCF7	trt_cp	BRD-K94534639__MCF7__trt_cp	ly-2811376
BRD-K97181089	YAPC	trt_cp	BRD-K97181089__YAPC__trt_cp	amiloride
BRD-K63828191	THP1	trt_cp	BRD-K63828191__THP1__trt_cp	raloxifene
BRD-K35245662	JURKAT	trt_cp	BRD-K35245662__JURKAT__trt_cp	ciclesonide
BRD-K46839850	JURKAT	trt_cp	BRD-K46839850__JURKAT__trt_cp	cinepazide
BRD-K90948141	HEK293	trt_cp	BRD-K90948141__HEK293__trt_cp	indiplon
BRD-K52662033	HEK293	trt_cp	BRD-K52662033__HEK293__trt_cp	lidocaine
BRD-K63178091	JURKAT	trt_cp	BRD-K63178091__JURKAT__trt_cp	telotristat
BRD-A46179541	MCF10A	trt_cp	BRD-A46179541__MCF10A__trt_cp	doxapram
BRD-K37872686	HUVEC	trt_cp	BRD-K37872686__HUVEC__trt_cp	tirofiban
BRD-K64622987	MDAMB231	trt_cp	BRD-K64622987__MDAMB231__trt_cp	torcetrapib
BRD-K06674495	HUVEC	trt_cp	BRD-K06674495__HUVEC__trt_cp	nafamostat
BRD-A38350138	PC3	trt_cp	BRD-A38350138__PC3__trt_cp	ketoconazole
BRD-A03061970	PC3	trt_cp	BRD-A03061970__PC3__trt_cp	alizapride
BRD-K60160658	PC3	trt_cp	BRD-K60160658__PC3__trt_cp	tiagabine
BRD-K02123250	HELA	trt_cp	BRD-K02123250__HELA__trt_cp	jnj-38877605
BRD-K46937689	THP1	trt_cp	BRD-K46937689__THP1__trt_cp	antipyrine
BRD-A08187463	HT29	trt_cp	BRD-A08187463__HT29__trt_cp	racecadotril
BRD-K19061412	HA1E	trt_cp	BRD-K19061412__HA1E__trt_cp	mubritinib
BRD-A22305049	HELA	trt_cp	BRD-A22305049__HELA__trt_cp	benfluorex
BRD-K30563334	A375	trt_cp	BRD-K30563334__A375__trt_cp	rifabutin
BRD-A11990600	HT29	trt_cp	BRD-A11990600__HT29__trt_cp	lorazepam
BRD-K06240250	A549	trt_cp	BRD-K06240250__A549__trt_cp	rilpivirine
BRD-K25837718	PC3	trt_cp	BRD-K25837718__PC3__trt_cp	josamycin
BRD-K38197229	PC3	trt_cp	BRD-K38197229__PC3__trt_cp	bumetanide
BRD-K53508936	PC3	trt_cp	BRD-K53508936__PC3__trt_cp	cts-1027
BRD-K04704168	HA1E	trt_cp	BRD-K04704168__HA1E__trt_cp	clemizole
BRD-K41410256	MCF7	trt_cp	BRD-K41410256__MCF7__trt_cp	balsalazide
BRD-K52618540	HELA	trt_cp	BRD-K52618540__HELA__trt_cp	inositol
BRD-K48300629	THP1	trt_cp	BRD-K48300629__THP1__trt_cp	zonisamide
BRD-A86216746	A549	trt_cp	BRD-A86216746__A549__trt_cp	varenicline
BRD-K83057217	HA1E	trt_cp	BRD-K83057217__HA1E__trt_cp	doxifluridine
BRD-K72222507	A375	trt_cp	BRD-K72222507__A375__trt_cp	quinapril
BRD-K75958547	MCF7	trt_cp	BRD-K75958547__MCF7__trt_cp	pitavastatin
BRD-K77641333	A549	trt_cp	BRD-K77641333__A549__trt_cp	naphazoline
BRD-A90547603	HA1E	trt_cp	BRD-A90547603__HA1E__trt_cp	eptifibatide
BRD-K91111634	HT29	trt_cp	BRD-K91111634__HT29__trt_cp	rotigotine
BRD-K19540840	HEK293	trt_cp	BRD-K19540840__HEK293__trt_cp	saracatinib
BRD-K93645900	HEK293	trt_cp	BRD-K93645900__HEK293__trt_cp	tadalafil
BRD-K93754473	HEK293	trt_cp	BRD-K93754473__HEK293__trt_cp	tamoxifen
BRD-K66175015	HEK293	trt_cp	BRD-K66175015__HEK293__trt_cp	afatinib
BRD-K49685476	MCF10A	trt_cp	BRD-K49685476__MCF10A__trt_cp	arotinoid acid
BRD-K82236179	HEK293	trt_cp	BRD-K82236179__HEK293__trt_cp	dicoumarol
BRD-K83405785	HEK293	trt_cp	BRD-K83405785__HEK293__trt_cp	pimavanserin
BRD-K52818472	MCF10A	trt_cp	BRD-K52818472__MCF10A__trt_cp	ivacaftor
BRD-K87202646	MDAMB231	trt_cp	BRD-K87202646__MDAMB231__trt_cp	isoniazid
BRD-K85337334	MDAMB231	trt_cp	BRD-K85337334__MDAMB231__trt_cp	otilonium
BRD-K74141488	MDAMB231	trt_cp	BRD-K74141488__MDAMB231__trt_cp	naftifine
BRD-K06902185	MCF10A	trt_cp	BRD-K06902185__MCF10A__trt_cp	minoxidil
BRD-A17883755	PC3	trt_cp	BRD-A17883755__PC3__trt_cp	lenalidomide
BRD-K13296708	PC3	trt_cp	BRD-K13296708__PC3__trt_cp	rimonabant
BRD-A26690767	HT29	trt_cp	BRD-A26690767__HT29__trt_cp	saquinavir
BRD-K16077845	HA1E	trt_cp	BRD-K16077845__HA1E__trt_cp	fentiazac
BRD-A17655518	MCF7	trt_cp	BRD-A17655518__MCF7__trt_cp	ibuprofen
BRD-K11196887	HA1E	trt_cp	BRD-K11196887__HA1E__trt_cp	norfloxacin
BRD-K52020312	HA1E	trt_cp	BRD-K52020312__HA1E__trt_cp	metronidazole
BRD-K88025533	HELA	trt_cp	BRD-K88025533__HELA__trt_cp	fingolimod
BRD-A07440155	HT29	trt_cp	BRD-A07440155__HT29__trt_cp	labetalol
BRD-K64504314	HT29	trt_cp	BRD-K64504314__HT29__trt_cp	dienogest
BRD-K49685476	MCF7	trt_cp	BRD-K49685476__MCF7__trt_cp	arotinoid acid
BRD-K73237276	HT29	trt_cp	BRD-K73237276__HT29__trt_cp	tacalcitol
BRD-K79095980	MCF7	trt_cp	BRD-K79095980__MCF7__trt_cp	broxuridine
BRD-A74667430	YAPC	trt_cp	BRD-A74667430__YAPC__trt_cp	etodolac
BRD-K37687095	HEK293	trt_cp	BRD-K37687095__HEK293__trt_cp	azd-8330
BRD-K81144366	HEK293	trt_cp	BRD-K81144366__HEK293__trt_cp	moxisylyte
BRD-K58486055	MCF10A	trt_cp	BRD-K58486055__MCF10A__trt_cp	reparixin
BRD-K49456274	HUVEC	trt_cp	BRD-K49456274__HUVEC__trt_cp	pilaralisib
BRD-A07563059	MCF10A	trt_cp	BRD-A07563059__MCF10A__trt_cp	bopindolol
BRD-K63550407	MDAMB231	trt_cp	BRD-K63550407__MDAMB231__trt_cp	erythromycin
BRD-K82941592	MDAMB231	trt_cp	BRD-K82941592__MDAMB231__trt_cp	rosuvastatin
BRD-K25114078	HA1E	trt_cp	BRD-K25114078__HA1E__trt_cp	pimagedine
BRD-K29735307	MCF7	trt_cp	BRD-K29735307__MCF7__trt_cp	enobosarm
BRD-A16665823	A549	trt_cp	BRD-A16665823__A549__trt_cp	butoconazole
BRD-A16997652	HA1E	trt_cp	BRD-A16997652__HA1E__trt_cp	protirelin
BRD-K16037980	HT29	trt_cp	BRD-K16037980__HT29__trt_cp	z-160
BRD-A36331462	HELA	trt_cp	BRD-A36331462__HELA__trt_cp	oprozomib
BRD-K22134346	A549	trt_cp	BRD-K22134346__A549__trt_cp	simvastatin
BRD-K10845183	A375	trt_cp	BRD-K10845183__A375__trt_cp	tiludronic acid
BRD-K10670311	MCF7	trt_cp	BRD-K10670311__MCF7__trt_cp	sulfasalazine
BRD-K19761926	YAPC	trt_cp	BRD-K19761926__YAPC__trt_cp	eplerenone
BRD-A28746609	HELA	trt_cp	BRD-A28746609__HELA__trt_cp	paclitaxel
BRD-K29458283	YAPC	trt_cp	BRD-K29458283__YAPC__trt_cp	chlorambucil
BRD-K04185004	HELA	trt_cp	BRD-K04185004__HELA__trt_cp	oxybuprocaine
BRD-K60160658	YAPC	trt_cp	BRD-K60160658__YAPC__trt_cp	tiagabine
BRD-K53517854	HELA	trt_cp	BRD-K53517854__HELA__trt_cp	fluvoxamine
BRD-K65991129	HT29	trt_cp	BRD-K65991129__HT29__trt_cp	sb-705498
BRD-K65992024	MCF7	trt_cp	BRD-K65992024__MCF7__trt_cp	pirenoxine
BRD-K85833139	A375	trt_cp	BRD-K85833139__A375__trt_cp	prasterone
BRD-A68942014	HA1E	trt_cp	BRD-A68942014__HA1E__trt_cp	amitifadine
BRD-K72951360	MCF7	trt_cp	BRD-K72951360__MCF7__trt_cp	valrubicin
BRD-A79981887	A375	trt_cp	BRD-A79981887__A375__trt_cp	midodrine
BRD-A18043272	A375	trt_cp	BRD-A18043272__A375__trt_cp	phensuximide
BRD-K22024824	HA1E	trt_cp	BRD-K22024824__HA1E__trt_cp	rg-4733
BRD-A00147595	JURKAT	trt_cp	BRD-A00147595__JURKAT__trt_cp	balaglitazone
BRD-A63236097	HEK293	trt_cp	BRD-A63236097__HEK293__trt_cp	andrographolide
BRD-K72029282	MCF10A	trt_cp	BRD-K72029282__MCF10A__trt_cp	probucol
BRD-A68464583	MCF10A	trt_cp	BRD-A68464583__MCF10A__trt_cp	mazindol
BRD-K14619660	MDAMB231	trt_cp	BRD-K14619660__MDAMB231__trt_cp	altrenogest
BRD-K05446112	MCF10A	trt_cp	BRD-K05446112__MCF10A__trt_cp	ledipasvir
BRD-K89375097	MCF10A	trt_cp	BRD-K89375097__MCF10A__trt_cp	pirenzepine
BRD-K99257182	MCF10A	trt_cp	BRD-K99257182__MCF10A__trt_cp	quinine
BRD-K06557128	MDAMB231	trt_cp	BRD-K06557128__MDAMB231__trt_cp	voriconazole
BRD-K43457670	PC3	trt_cp	BRD-K43457670__PC3__trt_cp	acetazolamide
BRD-A21607826	PC3	trt_cp	BRD-A21607826__PC3__trt_cp	medetomidine
BRD-K47936004	PC3	trt_cp	BRD-K47936004__PC3__trt_cp	piribedil
BRD-K29582115	A549	trt_cp	BRD-K29582115__A549__trt_cp	ziprasidone
BRD-K28936863	MCF7	trt_cp	BRD-K28936863__MCF7__trt_cp	ketotifen
BRD-K99792991	A549	trt_cp	BRD-K99792991__A549__trt_cp	hexachlorophene
BRD-K95260951	YAPC	trt_cp	BRD-K95260951__YAPC__trt_cp	asenapine
BRD-A27732521	HA1E	trt_cp	BRD-A27732521__HA1E__trt_cp	tolperisone
BRD-K17555800	HT29	trt_cp	BRD-K17555800__HT29__trt_cp	talmapimod
BRD-K22822991	HT29	trt_cp	BRD-K22822991__HT29__trt_cp	odanacatib
BRD-K22662435	HELA	trt_cp	BRD-K22662435__HELA__trt_cp	ganciclovir
BRD-A22380646	MCF7	trt_cp	BRD-A22380646__MCF7__trt_cp	pantoprazole
BRD-K36927236	MCF7	trt_cp	BRD-K36927236__MCF7__trt_cp	glyburide
BRD-K26667523	A375	trt_cp	BRD-K26667523__A375__trt_cp	tak-733
BRD-K00673382	A375	trt_cp	BRD-K00673382__A375__trt_cp	famotidine
BRD-K43887077	MCF7	trt_cp	BRD-K43887077__MCF7__trt_cp	dopamine
BRD-K56195681	HELA	trt_cp	BRD-K56195681__HELA__trt_cp	losmapimod
BRD-K55013654	A375	trt_cp	BRD-K55013654__A375__trt_cp	lorcaserin
BRD-K50163129	HA1E	trt_cp	BRD-K50163129__HA1E__trt_cp	acrivastine
BRD-K64538373	YAPC	trt_cp	BRD-K64538373__YAPC__trt_cp	ro-4987655
BRD-K85925969	HA1E	trt_cp	BRD-K85925969__HA1E__trt_cp	zalcitabine
BRD-K82767007	MCF7	trt_cp	BRD-K82767007__MCF7__trt_cp	dazoxiben
BRD-K80608265	YAPC	trt_cp	BRD-K80608265__YAPC__trt_cp	erteberel
BRD-A90625545	HT29	trt_cp	BRD-A90625545__HT29__trt_cp	clinofibrate
BRD-K95142244	A375	trt_cp	BRD-K95142244__A375__trt_cp	talazoparib
BRD-K92984783	MCF7	trt_cp	BRD-K92984783__MCF7__trt_cp	melperone
BRD-A67479912	THP1	trt_cp	BRD-A67479912__THP1__trt_cp	progesterone
BRD-A02990301	A549	trt_cp	BRD-A02990301__A549__trt_cp	lofexidine
BRD-A49838158	JURKAT	trt_cp	BRD-A49838158__JURKAT__trt_cp	phenprocoumon
BRD-K50938287	HEK293	trt_cp	BRD-K50938287__HEK293__trt_cp	sumatriptan
BRD-A38592941	HEK293	trt_cp	BRD-A38592941__HEK293__trt_cp	timonacic
BRD-K97309399	JURKAT	trt_cp	BRD-K97309399__JURKAT__trt_cp	thiothixene
BRD-K68870568	HUVEC	trt_cp	BRD-K68870568__HUVEC__trt_cp	flumatinib
BRD-A68464583	HUVEC	trt_cp	BRD-A68464583__HUVEC__trt_cp	mazindol
BRD-K76617868	JURKAT	trt_cp	BRD-K76617868__JURKAT__trt_cp	fasudil
BRD-K02867583	HUVEC	trt_cp	BRD-K02867583__HUVEC__trt_cp	minaprine
BRD-A25619068	PC3	trt_cp	BRD-A25619068__PC3__trt_cp	fadrozole
BRD-K41185545	PC3	trt_cp	BRD-K41185545__PC3__trt_cp	ambrisentan
BRD-K48367671	PC3	trt_cp	BRD-K48367671__PC3__trt_cp	febuxostat
BRD-K97045029	HT29	trt_cp	BRD-K97045029__HT29__trt_cp	pranlukast
BRD-A19795905	HA1E	trt_cp	BRD-A19795905__HA1E__trt_cp	atovaquone
BRD-K41772907	MCF7	trt_cp	BRD-K41772907__MCF7__trt_cp	tolimidone
BRD-K54759182	YAPC	trt_cp	BRD-K54759182__YAPC__trt_cp	dosulepin
BRD-K89015388	HT29	trt_cp	BRD-K89015388__HT29__trt_cp	gsk-923295
BRD-A13188892	HA1E	trt_cp	BRD-A13188892__HA1E__trt_cp	doxazosin
BRD-K19352500	HELA	trt_cp	BRD-K19352500__HELA__trt_cp	prochlorperazine
BRD-A03249105	PC3	trt_cp	BRD-A03249105__PC3__trt_cp	fulvestrant
BRD-K09255212	HELA	trt_cp	BRD-K09255212__HELA__trt_cp	clioquinol
BRD-A05334458	YAPC	trt_cp	BRD-A05334458__YAPC__trt_cp	lisofylline
BRD-A55962179	A375	trt_cp	BRD-A55962179__A375__trt_cp	omeprazole
BRD-K59197931	MCF7	trt_cp	BRD-K59197931__MCF7__trt_cp	naproxen
BRD-K56844688	HELA	trt_cp	BRD-K56844688__HELA__trt_cp	epirubicin
BRD-K53814070	A549	trt_cp	BRD-K53814070__A549__trt_cp	ripasudil
BRD-K70778732	A375	trt_cp	BRD-K70778732__A375__trt_cp	trazodone
BRD-K73088654	A375	trt_cp	BRD-K73088654__A375__trt_cp	floxuridine
BRD-K74717603	MCF7	trt_cp	BRD-K74717603__MCF7__trt_cp	etravirine
BRD-K98624455	THP1	trt_cp	BRD-K98624455__THP1__trt_cp	bepotastine
BRD-K90777969	HA1E	trt_cp	BRD-K90777969__HA1E__trt_cp	cutamesine
BRD-A96060515	MCF7	trt_cp	BRD-A96060515__MCF7__trt_cp	ipratropium
BRD-K64838454	A549	trt_cp	BRD-K64838454__A549__trt_cp	dipraglurant
BRD-K62627508	THP1	trt_cp	BRD-K62627508__THP1__trt_cp	idasanutlin
BRD-K12735121	MCF10A	trt_cp	BRD-K12735121__MCF10A__trt_cp	tg-100801
BRD-K86301799	JURKAT	trt_cp	BRD-K86301799__JURKAT__trt_cp	dipyridamole
BRD-K85833139	HEK293	trt_cp	BRD-K85833139__HEK293__trt_cp	prasterone
BRD-K84466663	JURKAT	trt_cp	BRD-K84466663__JURKAT__trt_cp	nelarabine
BRD-K82795137	MCF10A	trt_cp	BRD-K82795137__MCF10A__trt_cp	loratadine
BRD-K89917372	HEK293	trt_cp	BRD-K89917372__HEK293__trt_cp	ezogabine
BRD-A03623303	HEK293	trt_cp	BRD-A03623303__HEK293__trt_cp	metoprolol
BRD-K37561857	JURKAT	trt_cp	BRD-K37561857__JURKAT__trt_cp	zardaverine
BRD-K45542189	MCF10A	trt_cp	BRD-K45542189__MCF10A__trt_cp	diethylcarbamazine
BRD-K63126190	HEK293	trt_cp	BRD-K63126190__HEK293__trt_cp	epinephrine
BRD-K49404994	MCF10A	trt_cp	BRD-K49404994__MCF10A__trt_cp	levetiracetam
BRD-K76197012	MCF10A	trt_cp	BRD-K76197012__MCF10A__trt_cp	ulipristal
BRD-A75479906	JURKAT	trt_cp	BRD-A75479906__JURKAT__trt_cp	rimantadine
BRD-K03390685	MDAMB231	trt_cp	BRD-K03390685__MDAMB231__trt_cp	cobimetinib
BRD-K40758068	MDAMB231	trt_cp	BRD-K40758068__MDAMB231__trt_cp	efavirenz
BRD-K49215523	MDAMB231	trt_cp	BRD-K49215523__MDAMB231__trt_cp	gsk-2636771
BRD-A49160188	MDAMB231	trt_cp	BRD-A49160188__MDAMB231__trt_cp	donepezil
BRD-K06557128	HUVEC	trt_cp	BRD-K06557128__HUVEC__trt_cp	voriconazole
BRD-A46179541	JURKAT	trt_cp	BRD-A46179541__JURKAT__trt_cp	doxapram
BRD-A33711280	PC3	trt_cp	BRD-A33711280__PC3__trt_cp	metixene
BRD-K16037980	MCF7	trt_cp	BRD-K16037980__MCF7__trt_cp	z-160
BRD-K17944737	MCF7	trt_cp	BRD-K17944737__MCF7__trt_cp	artesunate
BRD-K09471561	A375	trt_cp	BRD-K09471561__A375__trt_cp	levofloxacin
BRD-K44442813	HA1E	trt_cp	BRD-K44442813__HA1E__trt_cp	pidotimod
BRD-K52183142	HT29	trt_cp	BRD-K52183142__HT29__trt_cp	pregnenolone
BRD-K14993104	A375	trt_cp	BRD-K14993104__A375__trt_cp	bemegride
BRD-K06557128	YAPC	trt_cp	BRD-K06557128__YAPC__trt_cp	voriconazole
BRD-K02992638	THP1	trt_cp	BRD-K02992638__THP1__trt_cp	lamivudine
BRD-A58955223	HELA	trt_cp	BRD-A58955223__HELA__trt_cp	sulforaphane
BRD-K38197229	HELA	trt_cp	BRD-K38197229__HELA__trt_cp	bumetanide
BRD-A55913614	HA1E	trt_cp	BRD-A55913614__HA1E__trt_cp	primaquine
BRD-K62391742	HT29	trt_cp	BRD-K62391742__HT29__trt_cp	venetoclax
BRD-A62525898	YAPC	trt_cp	BRD-A62525898__YAPC__trt_cp	prednisone
BRD-K45071273	HT29	trt_cp	BRD-K45071273__HT29__trt_cp	tetracaine
BRD-K67901620	HT29	trt_cp	BRD-K67901620__HT29__trt_cp	avasimibe
BRD-A75172220	HT29	trt_cp	BRD-A75172220__HT29__trt_cp	hydrocortisone
BRD-A80017228	HA1E	trt_cp	BRD-A80017228__HA1E__trt_cp	bendroflumethiazide
BRD-K81694556	THP1	trt_cp	BRD-K81694556__THP1__trt_cp	vtp-27999
BRD-K92049597	HT29	trt_cp	BRD-K92049597__HT29__trt_cp	triamterene
BRD-K21361524	HEK293	trt_cp	BRD-K21361524__HEK293__trt_cp	selinexor
BRD-K00673382	HEK293	trt_cp	BRD-K00673382__HEK293__trt_cp	famotidine
BRD-K85337334	JURKAT	trt_cp	BRD-K85337334__JURKAT__trt_cp	otilonium
BRD-K92613113	MDAMB231	trt_cp	BRD-K92613113__MDAMB231__trt_cp	safinamide
BRD-K33211335	A375	trt_cp	BRD-K33211335__A375__trt_cp	dextromethorphan
BRD-K23499943	A549	trt_cp	BRD-K23499943__A549__trt_cp	alvespimycin
BRD-A31159102	HT29	trt_cp	BRD-A31159102__HT29__trt_cp	fluoxetine
BRD-K22031190	YAPC	trt_cp	BRD-K22031190__YAPC__trt_cp	diflunisal
BRD-K53737926	A375	trt_cp	BRD-K53737926__A375__trt_cp	amitriptyline
BRD-K03353589	HA1E	trt_cp	BRD-K03353589__HA1E__trt_cp	ecabet
BRD-K12737986	A549	trt_cp	BRD-K12737986__A549__trt_cp	veliparib
BRD-K42098891	HELA	trt_cp	BRD-K42098891__HELA__trt_cp	protriptyline
BRD-K55191674	HA1E	trt_cp	BRD-K55191674__HA1E__trt_cp	benzylpenicillin
BRD-K53517854	HT29	trt_cp	BRD-K53517854__HT29__trt_cp	fluvoxamine
BRD-K62737565	HT29	trt_cp	BRD-K62737565__HT29__trt_cp	gabapentin
BRD-K49404994	A375	trt_cp	BRD-K49404994__A375__trt_cp	levetiracetam
