pert_id	drug_id	moa
BRD-A84282119	rimantadine	
BRD-A75479906	rimantadine	
BRD-A27489425	rolitetracycline	
BRD-K50938786	ropivacaine	
BRD-K03384561	roquinimex	
BRD-K22685337	roxarsone	
BRD-K38684403	roxithromycin	
BRD-K14036801	roxithromycin	
BRD-K58211978	roxithromycin	
BRD-K62374253	rufloxacin	
BRD-K53972329	ruxolitinib	
BRD-K46493214	saccharin	
BRD-K93944989	safingol	
BRD-K09963420	saquinavir	
BRD-K70158168	saquinavir	
BRD-A26690767	saquinavir	
BRD-K08525451	sarafloxacin	
BRD-A70083328	secnidazole	
BRD-A58564983	selamectin	
BRD-K81957469	semagacestat	
BRD-A95939040	sertaconazole	
BRD-K80353138	silibinin	
BRD-A83815268	silibinin	
BRD-K51333959	siramesine	
BRD-A39903068	sisomicin	
BRD-K71281111	snx-2112	
BRD-K07612980	sparfloxacin	
BRD-A26423207	sparfloxacin	
BRD-K11905747	spectinomycin	
BRD-K40438880	spermidine	
BRD-K62959606	sphingosine	
BRD-K79199004	stanozolol	
BRD-K46791647	stanozolol	
BRD-K93880783	stavudine	
BRD-K34411947	streptozocin	
BRD-A25576662	streptozocin	
BRD-A12832192	streptozocin	
BRD-K44133266	sulbactam	
BRD-K85679373	sulbactam	
BRD-K12539416	sulbutiamine	
BRD-A70649075	sulconazole	
BRD-K59983611	sulfabenzamide	
BRD-K21520694	sulfacetamide	
BRD-K32021043	sulfachlorpyridazine	
BRD-K32273377	sulfadiazine	
BRD-K55250441	sulfadoxine	
BRD-K50859149	sulfisoxazole	
BRD-K45086103	sulfaguanidine	
BRD-K93524252	sulfamerazine	
BRD-K31682896	sulfamethizole	
BRD-K28494619	sulfamethoxazole	
BRD-K00938507	sulfamethoxypyridazine	
BRD-K17205817	sulfametopyrazine	
BRD-K76845197	sulfanitran	
BRD-K41406082	sulfapyridine	
BRD-K71133585	sulfaquinoxaline	
BRD-K14705039	sulfathiazole	
BRD-K42635745	suloctidil	
BRD-A34205397	suloctidil	
BRD-K78815826	suxibuzone	
BRD-K52313696	tacedinaline	
BRD-A10303790	talampicillin	
BRD-A10606614	talampicillin	
BRD-K22227508	tilarginine	
BRD-K59506194	tilarginine	
BRD-K42495768	tasisulam	
BRD-K14312455	tazobactam	
BRD-A18611368	tazobactam	
BRD-K59436580	tedizolid	
BRD-K26701552	tegobuvir	
BRD-U97083655	teicoplanin	
BRD-K15976406	telbivudine	
BRD-K51805276	temefos	
BRD-K63712959	temoporfin	
BRD-A87479750	tenidap	
BRD-K15891719	tenofovir	
BRD-K68132782	terbinafine	
BRD-K86204871	terconazole	
BRD-K36452089	t-butylhydroquinone	
BRD-K84036904	testosterone	
BRD-A55393291	testosterone	
BRD-A79479878	testosterone	
BRD-K90553655	testosterone	
BRD-A15493168	tetracycline	
BRD-A52997285	tetracycline	
BRD-A34788695	tetracycline	
BRD-A88208128	tetracycline	
BRD-A43940795	tetrahydropalmatine	
BRD-A46393198	tetramisole	
BRD-K08078237	tetrandrine	
BRD-K34888156	theobromine	
BRD-K79711234	thiamphenicol	
BRD-K69600043	thiethylperazine	
BRD-K61443650	thimerosal	
BRD-K08619574	thioproperazine	
BRD-K29254801	thiram	
BRD-K13387373	thonzonium	
BRD-K77695569	thiabendazole	
BRD-A80869209	ticarcillin	
BRD-A34462049	tigecycline	
BRD-A30582499	tiletamine	
BRD-K26634012	tilmicosin	
BRD-K10845183	tiludronic acid	
BRD-A38592941	timonacic	
BRD-K89125793	tinidazole	
BRD-A33084557	tioconazole	
BRD-K75649340	tioguanine	
BRD-K63195589	tipifarnib	
BRD-A10039652	tipranavir	
BRD-K92968657	tirapazamine	
BRD-K51087630	tirasemtiv	
BRD-K06335600	tizanidine	
BRD-K96342952	tobramycin	
BRD-K05619559	tobramycin	
BRD-K32164935	tolazamide	
BRD-K44273375	tolnaftate	
BRD-K36970462	tonabersat	
BRD-A41450521	tosufloxacin	
BRD-K17849083	tranilast	
BRD-K19533706	tranilast	
BRD-A51233382	tribenoside	
BRD-A60294240	tribenoside	
BRD-K88145757	tributyltin	
BRD-K46435528	trichloroethylene	
BRD-A22152765	tridihexethyl	
BRD-K37111771	triethylenetetramine	
BRD-K07208025	trimethoprim	
BRD-K54790157	trioxsalen	
BRD-K81258678	triptolide	
BRD-K39484304	triptolide	
BRD-A13122391	triptolide	
BRD-K00494077	trovafloxacin	
BRD-A74160776	troxerutin	
BRD-A68589262	troxipide	
BRD-K83776863	tryptophan	
BRD-A07106394	tryptophan	
BRD-K19107160	tylosin	
BRD-K46156294	tyloxapol	
BRD-K49808142	tyramine	
BRD-K88052444	urea	
BRD-K24297741	urethane	
BRD-K45245728	tauroursodeoxycholic acid	
BRD-K87300616	ursodeoxycholic acid	
BRD-K46435977	valaciclovir	
BRD-A20794617	vancomycin	
BRD-M45964048	verteporfin	
BRD-A35782587	verteporfin	
BRD-K40227168	vinburnine	
BRD-K40902647	vincamine	
BRD-K89704198	vincamine	
BRD-K59753975	vindesine	
BRD-K88365400	viomycin	
BRD-A41941932	vitexin	
BRD-K09877029	vs-4718	
BRD-A01826957	xanthinol	
BRD-A03506276	xl-888	
BRD-K21565985	xylazine	
BRD-K85925969	zalcitabine	
BRD-A00578795	zaltoprofen	
BRD-A24381660	zeranol	
BRD-K72903603	zidovudine	
BRD-A33692381	zidovudine	
BRD-K40624912	zm-39923	
BRD-K11792081	abt-639	
BRD-K64034691	acalabrutinib	
BRD-K37151368	dapta	
BRD-K47492008	alclofenac	
BRD-K89490285	bentazepam	
BRD-K12906202	carbendazim	
BRD-K92129045	caroxazone	
BRD-K02733959	cefuroxime	
BRD-K13769342	danirixin	
BRD-K06455935	daprodustat	
BRD-K54863166	darusentan	
BRD-K22525962	stanolone	
BRD-K29812331	dimemorfan	
BRD-K70601687	enasidenib	
BRD-K21152241	enoximone	
BRD-K84971356	etafenone	
BRD-K37708699	exisulind	
BRD-A23418262	floctafenine	
BRD-K17610631	indisulam	
BRD-K93073858	ivosidenib	
BRD-K10958118	l-778123	
BRD-A54393207	levomenthol	
BRD-A54393207	menthol	
BRD-K59391348	lixivaptan	
BRD-K94948151	macelignan	
BRD-K07790550	mavoglurant	
BRD-A16035238	sar-405838	
BRD-K75864342	menatetrenone	
BRD-K01291782	molidustat	
BRD-K12742203	moxaverine	
BRD-K25143390	msx-122	
BRD-K14171291	omarigliptin	
BRD-K04643877	perzinfotel	
BRD-K76549667	phenol	
BRD-K54339150	proquazone	
BRD-K20850787	pt-2385	
BRD-K50489389	ranirestat	
BRD-K89413285	remimazolam	
BRD-K91100918	sinefungin	
BRD-K80359953	talampanel	
BRD-A78253580	tetracycline	
BRD-K94830213	tofisopam	
BRD-K96344439	tofogliflozin	
BRD-A67182178	toloxatone	
BRD-K47929404	vercirnon	
BRD-K56565215	vipadenant	
BRD-K60663764	azlocillin	
BRD-K54634444	artesunate	
BRD-K41256143	prasterone	
BRD-K22477529	stf-31	
BRD-M43490210	oxaliplatin	
BRD-A62505706	edoxudine	
BRD-K11626735	carboplatin	
BRD-K08970894	dimethyl sulfoxide	
BRD-K59304176	go-6976	
BRD-K17516382	alsterpaullone	
BRD-K26875402	cinnamaldehyde	
BRD-K76289201	cyclohexanone	
BRD-K98162554	iodoform	
BRD-K32052120	isopropyl alcohol	
BRD-K38544018	furfural	
BRD-K47119147	mannitol	
BRD-K78578876	n,n-dimethylformamide	
BRD-A24186493	norethynodrel	
BRD-K18472523	beta-naphthoflavone	
BRD-K44218819	tryptamine	
BRD-K63682780	cadmium	
BRD-K55260056	lg-100268	
BRD-A72085271	oxiracetam	
BRD-A54493496	ketamine	
BRD-K27677357	ruboxistaurin	
BRD-K43357457	org-25935	
SAHA	vorinostat	
BRD-A21478517	mitomycin	
BRD-K54563688	p-aminophenol	
BRD-K18271114	furafylline	
BRD-A22698335	plicamycin	
LIVF001-010	pimasertib	
LIVF001-020	ci-1040	
LIVF001-014	pralidoxime	
BRD-K30874624	k-252a	
BRD-U19872303	spiramycin	
CMAP-C110765	potassium chloride	
BRD-K45535217	atrazine	
BRD-K73756878	phlorizin	
BRD-K88682005	chlorothiazide	Diuretic
BRD-K78010432	furosemide	Diuretic
BRD-K60369935	ribavirin	Antiviral
BRD-K94397152	ribavirin	Antiviral
BRD-A96255180	ribavirin	Antiviral
BRD-K72093121	vidarabine	Antiviral
BRD-A97502381	cyanocobalamin	Vitamin B
BRD-A31836915	cyanocobalamin	Vitamin B
BRD-K60237333	niacin	Vitamin B
BRD-K61993165	niacin	Vitamin B
BRD-K95785345	thiamine	Vitamin B
BRD-K02571615	benfotiamine	Antioxidant
BRD-K20482099	rutin	Antioxidant
BRD-A76747559	rutin	Antioxidant
BRD-A34907681	rutin	Antioxidant
BRD-K24656285	farnesol	FXR agonist
BRD-K34170797	fexaramine	FXR agonist
BRD-K33818169	gw-3965	LXR agonist
BRD-K26657438	imiquimod	TLR agonist
BRD-K06902185	minoxidil	Vasodilator
BRD-K14888893	minoxidil	Vasodilator
BRD-K36927236	glyburide	Sulfonylurea
BRD-K12219985	glipizide	Sulfonylurea
BRD-K80396088	gliquidone	Sulfonylurea
BRD-K16336526	capsaicin	TRPV agonist
BRD-K50590187	capsaicin	TRPV agonist
BRD-K32744045	disulfiram	TRPV agonist
BRD-K11267252	alectinib	ALK inhibitor
BRD-K72827473	cep-37440	ALK inhibitor
BRD-K22149900	ceritinib	ALK inhibitor
BRD-K78431006	crizotinib	ALK inhibitor
BRD-K25325018	gsk-690693	Akt inhibitor
BRD-A87137733	gsk-690693	Akt inhibitor
BRD-K68065987	mk-2206	Akt inhibitor
BRD-K80431395	triciribine	Akt inhibitor
BRD-A11706664	triciribine	Akt inhibitor
BRD-A42649439	triciribine	Akt inhibitor
BRD-K99300445	antazoline	Antihistamine
BRD-A22769835	homochlorcyclizine	Antihistamine
BRD-A62428732	hydroxyzine	Antihistamine
BRD-K56301217	abt-737	BCL inhibitor
BRD-K19295594	gossypol	BCL inhibitor
BRD-K82746043	navitoclax	BCL inhibitor
BRD-K15600710	obatoclax	BCL inhibitor
BRD-K28360340	tw-37	BCL inhibitor
BRD-A35869383	ibrutinib	BTK inhibitor
BRD-K03109492	nsc-663284	CDC inhibitor
BRD-K87909389	alvocidib	CDK inhibitor
BRD-K13390322	at-7519	CDK inhibitor
BRD-K13662825	dinaciclib	CDK inhibitor
BRD-K17894950	indirubin	CDK inhibitor
BRD-K53959060	indirubin	CDK inhibitor
BRD-K82731415	olomoucine	CDK inhibitor
BRD-K51313569	palbociclib	CDK inhibitor
BRD-K64800655	pha-793887	CDK inhibitor
BRD-U86686840	azd-7762	CHK inhibitor
BRD-K46056750	azd-7762	CHK inhibitor
BRD-K86525559	azd-7762	CHK inhibitor
BRD-K02241333	chir-124	CHK inhibitor
BRD-K03063480	pf-477736	CHK inhibitor
BRD-A06352508	sb-218078	CHK inhibitor
BRD-K36234266	carmustine	DNA inhibitor
BRD-K52020312	metronidazole	DNA inhibitor
BRD-K72951360	valrubicin	DNA inhibitor
BRD-A68493689	simeprevir	HCV inhibitor
BRD-K23499943	alvespimycin	HSP inhibitor
BRD-K83988098	alvespimycin	HSP inhibitor
BRD-A06304526	alvespimycin	HSP inhibitor
BRD-K38852836	ganetespib	HSP inhibitor
BRD-K11528507	geldanamycin	HSP inhibitor
BRD-A19500257	geldanamycin	HSP inhibitor
BRD-K81473043	tanespimycin	HSP inhibitor
BRD-A61304759	tanespimycin	HSP inhibitor
BRD-K51575138	tpca-1	IKK inhibitor
BRD-K65928735	azd-1480	JAK inhibitor
BRD-A29009894	azd-1480	JAK inhibitor
BRD-K53581288	baricitinib	JAK inhibitor
BRD-K16803204	filgotinib	JAK inhibitor
BRD-K23192422	lestaurtinib	JAK inhibitor
BRD-A27376179	lestaurtinib	JAK inhibitor
BRD-K19034817	pacritinib	JAK inhibitor
BRD-K31283835	tofacitinib	JAK inhibitor
BRD-K36280065	tofacitinib	JAK inhibitor
BRD-K01567962	pyrazolanthrone	JNK inhibitor
BRD-K66538826	amuvatinib	KIT inhibitor
BRD-K86930074	cediranib	KIT inhibitor
BRD-K49328571	dasatinib	KIT inhibitor
BRD-K92723993	imatinib	KIT inhibitor
BRD-K39974922	lenvatinib	KIT inhibitor
BRD-K71035033	masitinib	KIT inhibitor
BRD-K13646352	midostaurin	KIT inhibitor
BRD-K99616396	motesanib	KIT inhibitor
BRD-K25340465	osi-930	KIT inhibitor
BRD-K74514084	pazopanib	KIT inhibitor
BRD-K16730910	regorafenib	KIT inhibitor
BRD-K23984367	sorafenib	KIT inhibitor
BRD-K49810818	sorafenib	KIT inhibitor
BRD-M64432851	sunitinib	KIT inhibitor
BRD-K89162000	tandutinib	KIT inhibitor
BRD-K84564571	telatinib	KIT inhibitor
BRD-K70163715	vatalanib	KIT inhibitor
BRD-K65924316	serdemetan	MDM inhibitor
BRD-K60219430	serdemetan	MDM inhibitor
BRD-K73255294	nutlin-3	MDM inhibitor
BRD-K53523901	arctigenin	MEK inhibitor
BRD-K49865102	mirdametinib	MEK inhibitor
BRD-A50454580	mirdametinib	MEK inhibitor
BRD-K62810658	pd-98059	MEK inhibitor
BRD-K85751432	refametinib	MEK inhibitor
BRD-K57080016	selumetinib	MEK inhibitor
BRD-K26667523	tak-733	MEK inhibitor
BRD-K12343256	trametinib	MEK inhibitor
BRD-K91701654	u-0126	MEK inhibitor
BRD-K18787491	u-0126	MEK inhibitor
BRD-K46419649	u-0126	MEK inhibitor
BRD-A14941520	dofequidar	MRP inhibitor
BRD-K27737647	h-89	PKA inhibitor
BRD-K79404599	enzastaurin	PKC inhibitor
BRD-K13646352	midostaurin	PKC inhibitor
BRD-K16761703	sotrastaurin	PKC inhibitor
BRD-K70549064	staurosporine	PKC inhibitor
BRD-K17953061	staurosporine	PKC inhibitor
BRD-K27305650	ly-294002	PLK inhibitor
BRD-K55187425	rigosertib	PLK inhibitor
BRD-K69776681	volasertib	PLK inhibitor
BRD-K09951645	dabrafenib	RAF inhibitor
BRD-K16478699	plx-4720	RAF inhibitor
BRD-K16730910	regorafenib	RAF inhibitor
BRD-K23984367	sorafenib	RAF inhibitor
BRD-K49810818	sorafenib	RAF inhibitor
BRD-K56343971	vemurafenib	RAF inhibitor
BRD-K41772907	tolimidone	Src activator
BRD-K99964838	bosutinib	Src inhibitor
BRD-K49328571	dasatinib	Src inhibitor
BRD-K71035033	masitinib	Src inhibitor
BRD-U07805514	saracatinib	Src inhibitor
BRD-K19540840	saracatinib	Src inhibitor
BRD-K12735121	tg-100801	Src inhibitor
BRD-K20285085	fostamatinib	Syk inhibitor
BRD-K54233340	dorsomorphin	AMPK inhibitor
BRD-A26334849	propafenone	Antiarrhythmic
BRD-A94624445	bucladesine	CAMP stimulant
BRD-A14652656	bucladesine	CAMP stimulant
BRD-A15070535	bucladesine	CAMP stimulant
BRD-A15931911	bucladesine	CAMP stimulant
BRD-A04706586	bucladesine	CAMP stimulant
BRD-K30984264	harmine	DYRK inhibitor
BRD-K66175015	afatinib	EGFR inhibitor
BRD-A58767537	afatinib	EGFR inhibitor
BRD-K81209512	tyrphostin b48	EGFR inhibitor
BRD-K07106112	bms-599626	EGFR inhibitor
BRD-K50168500	canertinib	EGFR inhibitor
BRD-K76908866	cp-724714	EGFR inhibitor
BRD-K57169635	dacomitinib	EGFR inhibitor
BRD-K85402309	dovitinib	EGFR inhibitor
BRD-K70401845	erlotinib	EGFR inhibitor
BRD-K64052750	gefitinib	EGFR inhibitor
BRD-M07438658	lapatinib	EGFR inhibitor
BRD-K19687926	lapatinib	EGFR inhibitor
BRD-K85606544	neratinib	EGFR inhibitor
BRD-K08799216	pelitinib	EGFR inhibitor
BRD-K33610132	rociletinib	EGFR inhibitor
BRD-K77625799	vandetanib	EGFR inhibitor
BRD-K37865504	ly-2183240	FAAH inhibitor
BRD-K86816506	pf-04457845	FAAH inhibitor
BRD-K28428262	brivanib	FGFR inhibitor
BRD-A21584801	brivanib	FGFR inhibitor
BRD-K85402309	dovitinib	FGFR inhibitor
BRD-K39974922	lenvatinib	FGFR inhibitor
BRD-K31309378	lucitanib	FGFR inhibitor
BRD-K49075727	nintedanib	FGFR inhibitor
BRD-K55966568	orantinib	FGFR inhibitor
BRD-K91696562	orantinib	FGFR inhibitor
BRD-K16730910	regorafenib	FGFR inhibitor
BRD-K20285085	fostamatinib	FLT3 inhibitor
BRD-K66538826	amuvatinib	FLT3 inhibitor
BRD-K40738845	bms-777607	FLT3 inhibitor
BRD-K85402309	dovitinib	FLT3 inhibitor
BRD-K23192422	lestaurtinib	FLT3 inhibitor
BRD-A27376179	lestaurtinib	FLT3 inhibitor
BRD-K13646352	midostaurin	FLT3 inhibitor
BRD-K19034817	pacritinib	FLT3 inhibitor
BRD-K44227013	ponatinib	FLT3 inhibitor
BRD-K93918653	quizartinib	FLT3 inhibitor
BRD-K23984367	sorafenib	FLT3 inhibitor
BRD-K49810818	sorafenib	FLT3 inhibitor
BRD-M64432851	sunitinib	FLT3 inhibitor
BRD-K89162000	tandutinib	FLT3 inhibitor
BRD-K17743125	belinostat	HDAC inhibitor
BRD-K56957086	dacinostat	HDAC inhibitor
BRD-K77908580	entinostat	HDAC inhibitor
BRD-K13810148	givinostat	HDAC inhibitor
BRD-K16485616	mocetinostat	HDAC inhibitor
BRD-K02130563	panobinostat	HDAC inhibitor
BRD-K28822270	resminostat	HDAC inhibitor
BRD-K61397605	romidepsin	HDAC inhibitor
BRD-K22503835	scriptaid	HDAC inhibitor
BRD-K81418486	vorinostat	HDAC inhibitor
BRD-K06902185	minoxidil	KATP activator
BRD-K14888893	minoxidil	KATP activator
BRD-K19295594	gossypol	MCL1 inhibitor
BRD-K69932463	azd-8055	MTOR inhibitor
BRD-K29733039	ridaforolimus	MTOR inhibitor
BRD-K09078998	ridaforolimus	MTOR inhibitor
BRD-A25736793	everolimus	MTOR inhibitor
BRD-K13514097	everolimus	MTOR inhibitor
BRD-K13154216	everolimus	MTOR inhibitor
BRD-K27305650	ly-294002	MTOR inhibitor
BRD-K94012289	osi-027	MTOR inhibitor
BRD-K94294671	osi-027	MTOR inhibitor
BRD-K87124298	osi-027	MTOR inhibitor
BRD-K07310275	pf-04691502	MTOR inhibitor
BRD-K67868012	pi-103	MTOR inhibitor
BRD-A28467416	pki-179	MTOR inhibitor
BRD-K98453471	salirasib	MTOR inhibitor
BRD-K99369265	sirolimus	MTOR inhibitor
BRD-K89626439	sirolimus	MTOR inhibitor
BRD-K84937637	sirolimus	MTOR inhibitor
BRD-A50287119	sirolimus	MTOR inhibitor
BRD-A23770159	sirolimus	MTOR inhibitor
BRD-A79768653	sirolimus	MTOR inhibitor
BRD-K42898655	temsirolimus	MTOR inhibitor
BRD-A62025033	temsirolimus	MTOR inhibitor
BRD-K56291712	voxtalisib	MTOR inhibitor
BRD-K03739921	hypoxanthine	PARP inhibitor
BRD-K11153516	iniparib	PARP inhibitor
BRD-K02113016	olaparib	PARP inhibitor
BRD-K88560311	rucaparib	PARP inhibitor
BRD-K95142244	talazoparib	PARP inhibitor
BRD-K12737986	veliparib	PARP inhibitor
BRD-K87142802	veliparib	PARP inhibitor
BRD-A50364343	veliparib	PARP inhibitor
BRD-K54997624	alpelisib	PI3K inhibitor
BRD-K58772419	azd-6482	PI3K inhibitor
BRD-K42191735	buparlisib	PI3K inhibitor
BRD-K24666289	copanlisib	PI3K inhibitor
BRD-K60866521	idelalisib	PI3K inhibitor
BRD-K07310275	pf-04691502	PI3K inhibitor
BRD-K67868012	pi-103	PI3K inhibitor
BRD-M16762496	pik-75	PI3K inhibitor
BRD-K49371609	pik-75	PI3K inhibitor
BRD-A28467416	pki-179	PI3K inhibitor
BRD-K44844162	taselisib	PI3K inhibitor
BRD-K56291712	voxtalisib	PI3K inhibitor
BRD-A11678676	wortmannin	PI3K inhibitor
BRD-K87343924	wortmannin	PI3K inhibitor
BRD-A75409952	wortmannin	PI3K inhibitor
BRD-K63068307	zstk-474	PI3K inhibitor
BRD-A59001851	ginkgolide-b	Reducing agent
BRD-A82395837	ginkgolide-b	Reducing agent
BRD-A68942014	amitifadine	SERT inhibitor
BRD-K52989797	clomipramine	SERT inhibitor
BRD-K53855319	srt-1720	SIRT activator
BRD-K25591257	resveratrol	SIRT activator
BRD-K80738081	resveratrol	SIRT activator
BRD-K33336844	cryptotanshinone	STAT inhibitor
BRD-K35960502	niclosamide	STAT inhibitor
BRD-A45889380	quinacrine	TP53 activator
BRD-K71221037	birinapant	XIAP inhibitor
BRD-K40738845	bms-777607	C-Met inhibitor
BRD-K73319509	pf-04217903	C-Met inhibitor
BRD-K97010173	deferasirox	Chelating agent
BRD-K06878038	deferiprone	Chelating agent
BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
BRD-M07438658	lapatinib	ErbB2 inhibitor
BRD-K19687926	lapatinib	ErbB2 inhibitor
BRD-A52627843	thiostrepton	FOXM1 inhibitor
BRD-A20697603	thiostrepton	FOXM1 inhibitor
BRD-K17894950	indirubin	GSK-3 inhibitor
BRD-K53959060	indirubin	GSK-3 inhibitor
BRD-K69726342	atorvastatin	HMGCR inhibitor
BRD-U88459701	atorvastatin	HMGCR inhibitor
BRD-A82307304	atorvastatin	HMGCR inhibitor
BRD-K81169441	cerivastatin	HMGCR inhibitor
BRD-K66296774	fluvastatin	HMGCR inhibitor
BRD-K39716612	fluvastatin	HMGCR inhibitor
BRD-K09416995	lovastatin	HMGCR inhibitor
BRD-K17113870	lovastatin	HMGCR inhibitor
BRD-A70155556	lovastatin	HMGCR inhibitor
BRD-K94441233	mevastatin	HMGCR inhibitor
BRD-K32403583	mevastatin	HMGCR inhibitor
BRD-K08229828	mevastatin	HMGCR inhibitor
BRD-K30097969	pitavastatin	HMGCR inhibitor
BRD-K75958547	pitavastatin	HMGCR inhibitor
BRD-K31447894	pravastatin	HMGCR inhibitor
BRD-K60511616	pravastatin	HMGCR inhibitor
BRD-K25841245	pravastatin	HMGCR inhibitor
BRD-A71816415	pravastatin	HMGCR inhibitor
BRD-A11170096	pravastatin	HMGCR inhibitor
BRD-K24616672	procaine	HMGCR inhibitor
BRD-K82941592	rosuvastatin	HMGCR inhibitor
BRD-K28026280	simvastatin	HMGCR inhibitor
BRD-K22134346	simvastatin	HMGCR inhibitor
BRD-A81772229	simvastatin	HMGCR inhibitor
BRD-K13049116	bms-754807	IGF-1 inhibitor
BRD-K86118762	linsitinib	IGF-1 inhibitor
BRD-K07667918	linsitinib	IGF-1 inhibitor
BRD-K08589866	linsitinib	IGF-1 inhibitor
BRD-K62196610	avn-944	IMPDH inhibitor
BRD-K09372874	merimepodib	IMPDH inhibitor
BRD-A31521121	methocarbamol	Muscle relaxant
BRD-K82236179	dicoumarol	NADPH inhibitor
BRD-K66538826	amuvatinib	PDGFR inhibitor
BRD-K29905972	axitinib	PDGFR inhibitor
BRD-K22127577	crenolanib	PDGFR inhibitor
BRD-K49328571	dasatinib	PDGFR inhibitor
BRD-K85402309	dovitinib	PDGFR inhibitor
BRD-K92723993	imatinib	PDGFR inhibitor
BRD-K78692225	leflunomide	PDGFR inhibitor
BRD-K39974922	lenvatinib	PDGFR inhibitor
BRD-K99749624	linifanib	PDGFR inhibitor
BRD-K71035033	masitinib	PDGFR inhibitor
BRD-K99616396	motesanib	PDGFR inhibitor
BRD-K49075727	nintedanib	PDGFR inhibitor
BRD-K55966568	orantinib	PDGFR inhibitor
BRD-K91696562	orantinib	PDGFR inhibitor
BRD-K74514084	pazopanib	PDGFR inhibitor
BRD-K44227013	ponatinib	PDGFR inhibitor
BRD-K16730910	regorafenib	PDGFR inhibitor
BRD-K23984367	sorafenib	PDGFR inhibitor
BRD-K49810818	sorafenib	PDGFR inhibitor
BRD-M64432851	sunitinib	PDGFR inhibitor
BRD-K89162000	tandutinib	PDGFR inhibitor
