pert_id	drug_id	moa
BRD-K68095457	palmidrol	Cannabinoid receptor agonist
BRD-K43457670	acetazolamide	Carbonic anhydrase inhibitor
BRD-K21450440	benzthiazide	Carbonic anhydrase inhibitor
BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
BRD-K71075609	dorzolamide	Carbonic anhydrase inhibitor
BRD-K48617017	dorzolamide	Carbonic anhydrase inhibitor
BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
BRD-A61793559	metolazone	Carbonic anhydrase inhibitor
BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
BRD-K67121414	apixaban	Coagulation factor inhibitor
BRD-K29322660	edoxaban	Coagulation factor inhibitor
BRD-K80082640	otamixaban	Coagulation factor inhibitor
BRD-K37130656	rivaroxaban	Coagulation factor inhibitor
BRD-A50033377	rivaroxaban	Coagulation factor inhibitor
BRD-A86248581	tetrahydrouridine	Cytidine deaminase inhibitor
BRD-M16762496	pik-75	DNA protein kinase inhibitor
BRD-K49371609	pik-75	DNA protein kinase inhibitor
BRD-A61194565	benserazide	DOPA decarboxylase inhibitor
BRD-A03061970	alizapride	Dopamine receptor antagonist
BRD-A60197193	amisulpride	Dopamine receptor antagonist
BRD-K52397688	amperozide	Dopamine receptor antagonist
BRD-K57875380	asenapine	Dopamine receptor antagonist
BRD-K95260951	asenapine	Dopamine receptor antagonist
BRD-K79425933	benperidol	Dopamine receptor antagonist
BRD-K25943794	blonanserin	Dopamine receptor antagonist
BRD-K73642618	bromopride	Dopamine receptor antagonist
BRD-K78643075	bromperidol	Dopamine receptor antagonist
BRD-K57764956	cariprazine	Dopamine receptor antagonist
BRD-K17294426	clebopride	Dopamine receptor antagonist
BRD-K37289225	clozapine	Dopamine receptor antagonist
BRD-K38305202	domperidone	Dopamine receptor antagonist
BRD-K97158071	droperidol	Dopamine receptor antagonist
BRD-K94270326	ecopipam	Dopamine receptor antagonist
BRD-K50417881	eticlopride	Dopamine receptor antagonist
BRD-K70487031	flupentixol	Dopamine receptor antagonist
BRD-K53987533	fluphenazine	Dopamine receptor antagonist
BRD-K55127134	fluphenazine	Dopamine receptor antagonist
BRD-K77947974	fluspirilene	Dopamine receptor antagonist
BRD-K67783091	haloperidol	Dopamine receptor antagonist
BRD-K48722833	iloperidone	Dopamine receptor antagonist
BRD-K96740444	itopride	Dopamine receptor antagonist
BRD-K35559145	methotrimeprazine	Dopamine receptor antagonist
BRD-K51671335	levosulpiride	Dopamine receptor antagonist
BRD-K39915878	loxapine	Dopamine receptor antagonist
BRD-K51143828	lurasidone	Dopamine receptor antagonist
BRD-K92984783	melperone	Dopamine receptor antagonist
BRD-A14395271	mesoridazine	Dopamine receptor antagonist
BRD-K75641298	metoclopramide	Dopamine receptor antagonist
BRD-A65280694	molindone	Dopamine receptor antagonist
BRD-K18895904	olanzapine	Dopamine receptor antagonist
BRD-K85503079	perospirone	Dopamine receptor antagonist
BRD-K10995081	perphenazine	Dopamine receptor antagonist
BRD-K01292756	pimozide	Dopamine receptor antagonist
BRD-K26801045	pipamperone	Dopamine receptor antagonist
BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
BRD-K06980535	promazine	Dopamine receptor antagonist
BRD-K68867920	quetiapine	Dopamine receptor antagonist
BRD-K04111260	raclopride	Dopamine receptor antagonist
BRD-K54094468	remoxipride	Dopamine receptor antagonist
BRD-K53857191	risperidone	Dopamine receptor antagonist
BRD-K69116396	sertindole	Dopamine receptor antagonist
BRD-K55468218	spiperone	Dopamine receptor antagonist
BRD-A10715913	sulpiride	Dopamine receptor antagonist
BRD-A55272860	sulpiride	Dopamine receptor antagonist
BRD-A84481105	thioridazine	Dopamine receptor antagonist
BRD-K97309399	thiothixene	Dopamine receptor antagonist
BRD-K55070890	thiothixene	Dopamine receptor antagonist
BRD-K57432881	tiapride	Dopamine receptor antagonist
BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
BRD-K63675182	triflupromazine	Dopamine receptor antagonist
BRD-K29582115	ziprasidone	Dopamine receptor antagonist
BRD-K04218075	clomifene	Estrogen receptor antagonist
BRD-K29950728	clomifene	Estrogen receptor antagonist
BRD-K91328526	clomifene	Estrogen receptor antagonist
BRD-K21401044	danazol	Estrogen receptor antagonist
BRD-A92537424	danazol	Estrogen receptor antagonist
BRD-K48970916	danazol	Estrogen receptor antagonist
BRD-A20243730	danazol	Estrogen receptor antagonist
BRD-A17828570	fulvestrant	Estrogen receptor antagonist
BRD-A83237092	fulvestrant	Estrogen receptor antagonist
BRD-A03249105	fulvestrant	Estrogen receptor antagonist
BRD-A90490067	fulvestrant	Estrogen receptor antagonist
BRD-K63828191	raloxifene	Estrogen receptor antagonist
BRD-K04210847	tamoxifen	Estrogen receptor antagonist
BRD-K93754473	tamoxifen	Estrogen receptor antagonist
BRD-K43744935	tamoxifen	Estrogen receptor antagonist
BRD-K51350053	toremifene	Estrogen receptor antagonist
BRD-K67174588	toremifene	Estrogen receptor antagonist
BRD-K63460351	toremifene	Estrogen receptor antagonist
BRD-A85667082	fulvestrant	Estrogen receptor antagonist
BRD-K16732600	mk-0893	Glucagon receptor antagonist
BRD-A38675539	cyclothiazide	Glutamate receptor modulator
BRD-K42981054	mibampator	Glutamate receptor modulator
BRD-K79501723	cyclizine	Histamine receptor modulator
BRD-K77771411	moxonidine	Imidazoline receptor agonist
BRD-K52080565	nandrolone	Imidazoline receptor agonist
BRD-K01638814	rilmenidine	Imidazoline receptor agonist
BRD-M62162320	rilmenidine	Imidazoline receptor agonist
BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
BRD-K55055802	etomidate	Membrane integrity inhibitor
BRD-K13044802	ciclopirox	Membrane integrity inhibitor
BRD-K18172896	eltanolone	Membrane integrity inhibitor
BRD-A54880345	etomidate	Membrane integrity inhibitor
BRD-K45071273	tetracaine	Membrane integrity inhibitor
BRD-K53737926	amitriptyline	Serotonin reuptake inhibitor
BRD-A47598013	citalopram	Serotonin reuptake inhibitor
BRD-A98845662	desvenlafaxine	Serotonin reuptake inhibitor
BRD-K54759182	dosulepin	Serotonin reuptake inhibitor
BRD-K71103788	duloxetine	Serotonin reuptake inhibitor
BRD-A80775386	hyperforin	Serotonin reuptake inhibitor
BRD-K38436528	imipramine	Serotonin reuptake inhibitor
BRD-K82147103	lofepramine	Serotonin reuptake inhibitor
BRD-A68464583	mazindol	Serotonin reuptake inhibitor
BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
BRD-A15202882	milnacipran	Serotonin reuptake inhibitor
BRD-K02867583	minaprine	Serotonin reuptake inhibitor
BRD-K90789829	nefazodone	Serotonin reuptake inhibitor
BRD-K96319534	phentermine	Serotonin reuptake inhibitor
BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
BRD-K51033547	tramadol	Serotonin reuptake inhibitor
BRD-K04412738	tramadol	Serotonin reuptake inhibitor
BRD-K70778732	trazodone	Serotonin reuptake inhibitor
BRD-A51714012	venlafaxine	Serotonin reuptake inhibitor
BRD-K58010567	vilazodone	Serotonin reuptake inhibitor
BRD-A59198242	viloxazine	Serotonin reuptake inhibitor
BRD-K47207162	zimelidine	Serotonin reuptake inhibitor
BRD-K94173644	zimelidine	Serotonin reuptake inhibitor
BRD-A70814879	opaganib	Sphingosine kinase inhibitor
BRD-K05977355	fluconazole	Sterol demethylase inhibitor
BRD-K29113274	ketoconazole	Sterol demethylase inhibitor
BRD-A38350138	ketoconazole	Sterol demethylase inhibitor
BRD-A76019558	ketoconazole	Sterol demethylase inhibitor
BRD-K48168960	propylthiouracil	Thyroid peroxidase inhibitor
BRD-K93331255	lypressin	Vasopressin receptor agonist
BRD-K93034159	cladribine	Adenosine deaminase inhibitor
BRD-K97799481	theophylline	Adenosine receptor antagonist
BRD-M53001068	aminophylline	Adenosine receptor antagonist
BRD-K02404261	caffeine	Adenosine receptor antagonist
BRD-K70507123	doxofylline	Adenosine receptor antagonist
BRD-A00827783	dyphylline	Adenosine receptor antagonist
BRD-K87774949	istradefylline	Adenosine receptor antagonist
BRD-K46290096	preladenant	Adenosine receptor antagonist
BRD-K93045741	tozadenant	Adenosine receptor antagonist
BRD-A45889380	quinacrine	Cytokine production inhibitor
BRD-K41599323	lonafarnib	Farnesyltransferase inhibitor
BRD-K52075040	cerulenin	Fatty acid synthase inhibitor
BRD-K28667793	pyrazinamide	Fatty acid synthase inhibitor
BRD-K62387885	basimglurant	Glutamate receptor antagonist
BRD-K18324993	budipine	Glutamate receptor antagonist
BRD-K88304388	dextrorphan	Glutamate receptor antagonist
BRD-A61392169	eliprodil	Glutamate receptor antagonist
BRD-K99107520	felbamate	Glutamate receptor antagonist
BRD-K41160163	fenobam	Glutamate receptor antagonist
BRD-K50720187	flupirtine	Glutamate receptor antagonist
BRD-A47065382	huperzine a	Glutamate receptor antagonist
BRD-K15402119	huperzine a	Glutamate receptor antagonist
BRD-K45888792	huperzine a	Glutamate receptor antagonist
BRD-K97618845	huperzine a	Glutamate receptor antagonist
BRD-A24191444	ifenprodil	Glutamate receptor antagonist
BRD-K55703048	latrepirdine	Glutamate receptor antagonist
BRD-K59753853	mdl-29951	Glutamate receptor antagonist
BRD-K91938660	memantine	Glutamate receptor antagonist
BRD-A79803969	memantine	Glutamate receptor antagonist
BRD-K41438959	perampanel	Glutamate receptor antagonist
BRD-A36074203	remacemide	Glutamate receptor antagonist
BRD-A23970436	thiamylal	Glutamate receptor antagonist
BRD-K29653726	topiramate	Glutamate receptor antagonist
BRD-K62240499	huperzine a	Glutamate receptor antagonist
BRD-K13756951	bitopertin	Glycine transporter inhibitor
BRD-K51263939	sarcosine	Glycine transporter inhibitor
BRD-K50163129	acrivastine	Histamine receptor antagonist
BRD-K37249724	astemizole	Histamine receptor antagonist
BRD-A68888262	azelastine	Histamine receptor antagonist
BRD-K79595931	bavisant	Histamine receptor antagonist
BRD-K98624455	bepotastine	Histamine receptor antagonist
BRD-K91315211	betahistine	Histamine receptor antagonist
BRD-A68723818	brompheniramine	Histamine receptor antagonist
BRD-A29426959	carbinoxamine	Histamine receptor antagonist
BRD-A42571354	cetirizine	Histamine receptor antagonist
BRD-A57133233	chlorcyclizine	Histamine receptor antagonist
BRD-K83257731	chloropyramine	Histamine receptor antagonist
BRD-K34157611	cimetidine	Histamine receptor antagonist
BRD-K18618618	cimetidine	Histamine receptor antagonist
BRD-K30240666	clemastine	Histamine receptor antagonist
BRD-K28143534	cyproheptadine	Histamine receptor antagonist
BRD-A65797496	deptropine	Histamine receptor antagonist
BRD-K82357231	desloratadine	Histamine receptor antagonist
BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
BRD-M98649031	dimenhydrinate	Histamine receptor antagonist
BRD-K47278471	diphenhydramine	Histamine receptor antagonist
BRD-K54462405	doxepin	Histamine receptor antagonist
BRD-K37694030	doxepin	Histamine receptor antagonist
BRD-K36616567	doxepin	Histamine receptor antagonist
BRD-A44008656	doxylamine	Histamine receptor antagonist
BRD-K15010214	emedastine	Histamine receptor antagonist
BRD-A98990573	epinastine	Histamine receptor antagonist
BRD-K00673382	famotidine	Histamine receptor antagonist
BRD-A73368467	fexofenadine	Histamine receptor antagonist
BRD-A67516570	lafutidine	Histamine receptor antagonist
BRD-K33453211	levocabastine	Histamine receptor antagonist
BRD-K27184429	levocetirizine	Histamine receptor antagonist
BRD-K82795137	loratadine	Histamine receptor antagonist
BRD-K97564742	mepyramine	Histamine receptor antagonist
BRD-K47323024	methapyrilene	Histamine receptor antagonist
BRD-K21884483	mizolastine	Histamine receptor antagonist
BRD-K73589491	nizatidine	Histamine receptor antagonist
BRD-K46652470	nizatidine	Histamine receptor antagonist
BRD-K92193792	nizatidine	Histamine receptor antagonist
BRD-K67637637	olopatadine	Histamine receptor antagonist
BRD-K37130586	olopatadine	Histamine receptor antagonist
BRD-K02079473	oxatomide	Histamine receptor antagonist
BRD-A23072235	pheniramine	Histamine receptor antagonist
BRD-A46335897	promethazine	Histamine receptor antagonist
BRD-K70505054	ranitidine	Histamine receptor antagonist
BRD-K14204120	ranitidine	Histamine receptor antagonist
BRD-K30816563	ranitidine	Histamine receptor antagonist
BRD-K98004573	rupatadine	Histamine receptor antagonist
BRD-K48195801	tecastemizole	Histamine receptor antagonist
BRD-A06352418	terfenadine	Histamine receptor antagonist
BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
BRD-K57033106	tripelennamine	Histamine receptor antagonist
BRD-K11742128	triprolidine	Histamine receptor antagonist
BRD-K56231354	triprolidine	Histamine receptor antagonist
BRD-K03601870	ixabepilone	Microtubule stabilizing agent
BRD-K24656285	farnesol	Monoamine oxidase B inhibitor
BRD-A00147595	balaglitazone	PPAR receptor partial agonist
BRD-A09349126	norethisterone	Progesterone receptor agonist
BRD-K21401044	danazol	Progesterone receptor agonist
BRD-A92537424	danazol	Progesterone receptor agonist
BRD-K48970916	danazol	Progesterone receptor agonist
BRD-A20243730	danazol	Progesterone receptor agonist
BRD-K64504314	dienogest	Progesterone receptor agonist
BRD-K11439261	dydrogesterone	Progesterone receptor agonist
BRD-K68620903	dydrogesterone	Progesterone receptor agonist
BRD-K39391626	ethylestrenol	Progesterone receptor agonist
BRD-A39791822	hydroxyprogesterone	Progesterone receptor agonist
BRD-K35189033	levonorgestrel	Progesterone receptor agonist
BRD-K90543092	levonorgestrel	Progesterone receptor agonist
BRD-K71552035	nomegestrol	Progesterone receptor agonist
BRD-K24559712	norethisterone	Progesterone receptor agonist
BRD-K96037667	norethisterone	Progesterone receptor agonist
BRD-K22901619	norgestimate	Progesterone receptor agonist
BRD-A04756508	norgestimate	Progesterone receptor agonist
BRD-K64994968	progesterone	Progesterone receptor agonist
BRD-K47244735	progesterone	Progesterone receptor agonist
BRD-A67479912	progesterone	Progesterone receptor agonist
BRD-K99604664	tanaproget	Progesterone receptor agonist
BRD-A82522119	tibolone	Progesterone receptor agonist
BRD-K10467831	tibolone	Progesterone receptor agonist
BRD-K66538826	amuvatinib	RET tyrosine kinase inhibitor
BRD-K51544265	cabozantinib	RET tyrosine kinase inhibitor
BRD-K16730910	regorafenib	RET tyrosine kinase inhibitor
BRD-K23984367	sorafenib	RET tyrosine kinase inhibitor
BRD-K49810818	sorafenib	RET tyrosine kinase inhibitor
BRD-M64432851	sunitinib	RET tyrosine kinase inhibitor
BRD-K77625799	vandetanib	RET tyrosine kinase inhibitor
BRD-K37792492	dolasetron	Serotonin receptor antagonist
BRD-K84698278	agomelatine	Serotonin receptor antagonist
BRD-A14966924	alaproclate	Serotonin receptor antagonist
BRD-K46742498	alosetron	Serotonin receptor antagonist
BRD-K53737926	amitriptyline	Serotonin receptor antagonist
BRD-K70358946	aripiprazole	Serotonin receptor antagonist
BRD-K57875380	asenapine	Serotonin receptor antagonist
BRD-K95260951	asenapine	Serotonin receptor antagonist
BRD-A44133049	azasetron	Serotonin receptor antagonist
BRD-K25943794	blonanserin	Serotonin receptor antagonist
BRD-K37289225	clozapine	Serotonin receptor antagonist
BRD-K34008116	dolasetron	Serotonin receptor antagonist
BRD-K28029915	dolasetron	Serotonin receptor antagonist
BRD-K10860596	granisetron	Serotonin receptor antagonist
BRD-K05510762	granisetron	Serotonin receptor antagonist
BRD-A10967948	granisetron	Serotonin receptor antagonist
BRD-K79102359	idalopirdine	Serotonin receptor antagonist
BRD-K48722833	iloperidone	Serotonin receptor antagonist
BRD-K49671696	ketanserin	Serotonin receptor antagonist
BRD-K93460210	lamotrigine	Serotonin receptor antagonist
BRD-K62398570	lerisetron	Serotonin receptor antagonist
BRD-K39915878	loxapine	Serotonin receptor antagonist
BRD-K51143828	lurasidone	Serotonin receptor antagonist
BRD-K92984783	melperone	Serotonin receptor antagonist
BRD-K56699285	metergoline	Serotonin receptor antagonist
BRD-A72309220	metergoline	Serotonin receptor antagonist
BRD-A30435184	metergoline	Serotonin receptor antagonist
BRD-K35941380	methysergide	Serotonin receptor antagonist
BRD-A98725278	methysergide	Serotonin receptor antagonist
BRD-K75641298	metoclopramide	Serotonin receptor antagonist
BRD-A19661776	mianserin	Serotonin receptor antagonist
BRD-K83153774	mirtazapine	Serotonin receptor antagonist
BRD-A64977602	mirtazapine	Serotonin receptor antagonist
BRD-K90789829	nefazodone	Serotonin receptor antagonist
BRD-K18895904	olanzapine	Serotonin receptor antagonist
BRD-A19736161	ondansetron	Serotonin receptor antagonist
BRD-K08924299	palonosetron	Serotonin receptor antagonist
BRD-K85503079	perospirone	Serotonin receptor antagonist
BRD-K75958195	pizotifen	Serotonin receptor antagonist
BRD-K16757695	prx-08066	Serotonin receptor antagonist
BRD-K68867920	quetiapine	Serotonin receptor antagonist
BRD-K53857191	risperidone	Serotonin receptor antagonist
BRD-K40887525	ritanserin	Serotonin receptor antagonist
BRD-K20742498	rs-39604	Serotonin receptor antagonist
BRD-K24201553	sb-269970	Serotonin receptor antagonist
BRD-K69116396	sertindole	Serotonin receptor antagonist
BRD-K70464547	sertraline	Serotonin receptor antagonist
BRD-K82036761	sertraline	Serotonin receptor antagonist
BRD-K57174586	sertraline	Serotonin receptor antagonist
BRD-K63178091	telotristat	Serotonin receptor antagonist
BRD-K05901394	terguride	Serotonin receptor antagonist
BRD-K70778732	trazodone	Serotonin receptor antagonist
BRD-K50866992	tropisetron	Serotonin receptor antagonist
BRD-A79226577	tropisetron	Serotonin receptor antagonist
BRD-A83859836	tropisetron	Serotonin receptor antagonist
BRD-K53963539	vortioxetine	Serotonin receptor antagonist
BRD-K29582115	ziprasidone	Serotonin receptor antagonist
BRD-K59715032	pasireotide	Somatostatin receptor agonist
BRD-K14681867	somatostatin	Somatostatin receptor agonist
BRD-K79042054	octreotide	Somatostatin receptor agonist
BRD-K76694128	rebastinib	TIE tyrosine kinase inhibitor
BRD-K61567297	resatorvid	Toll-like receptor antagonist
BRD-A80567352	aceclidine	Acetylcholine receptor agonist
BRD-A32673558	aceclidine	Acetylcholine receptor agonist
BRD-A99833829	bethanechol	Acetylcholine receptor agonist
BRD-M98279124	cevimeline	Acetylcholine receptor agonist
BRD-K74186897	cytisine	Acetylcholine receptor agonist
BRD-A55579717	cytisine	Acetylcholine receptor agonist
BRD-K49783248	decamethonium	Acetylcholine receptor agonist
BRD-K10042277	norclozapine	Acetylcholine receptor agonist
BRD-K01663662	diphenidol	Acetylcholine receptor agonist
BRD-K65678996	nefiracetam	Acetylcholine receptor agonist
BRD-K05395900	nicotine	Acetylcholine receptor agonist
BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
BRD-K18855837	varenicline	Acetylcholine receptor agonist
BRD-A86216746	varenicline	Acetylcholine receptor agonist
BRD-K33336844	cryptotanshinone	Acetylcholinesterase inhibitor
BRD-K51471001	demecarium	Acetylcholinesterase inhibitor
BRD-A49160188	donepezil	Acetylcholinesterase inhibitor
BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
BRD-A49148672	galantamine	Acetylcholinesterase inhibitor
BRD-A47065382	huperzine a	Acetylcholinesterase inhibitor
BRD-K15402119	huperzine a	Acetylcholinesterase inhibitor
BRD-K45888792	huperzine a	Acetylcholinesterase inhibitor
BRD-K97618845	huperzine a	Acetylcholinesterase inhibitor
BRD-K66896231	ipidacrine	Acetylcholinesterase inhibitor
BRD-A22101059	metrifonate	Acetylcholinesterase inhibitor
BRD-K18922609	neostigmine	Acetylcholinesterase inhibitor
BRD-K46580984	phenserine	Acetylcholinesterase inhibitor
BRD-K25650355	physostigmine	Acetylcholinesterase inhibitor
BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
BRD-K84281997	pralidoxime	Acetylcholinesterase inhibitor
BRD-K61327230	pralidoxime	Acetylcholinesterase inhibitor
BRD-K10706131	rivastigmine	Acetylcholinesterase inhibitor
BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
BRD-K62240499	huperzine a	Acetylcholinesterase inhibitor
BRD-K44993696	atenolol	Adrenergic receptor antagonist
BRD-K73323637	levobunolol	Adrenergic receptor antagonist
BRD-K77474816	yohimbine	Adrenergic receptor antagonist
BRD-A29260609	acebutolol	Adrenergic receptor antagonist
BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
BRD-A00993607	alprenolol	Adrenergic receptor antagonist
BRD-A02759312	betaxolol	Adrenergic receptor antagonist
BRD-A89175223	bisoprolol	Adrenergic receptor antagonist
BRD-A07563059	bopindolol	Adrenergic receptor antagonist
BRD-K19462402	buflomedil	Adrenergic receptor antagonist
BRD-A42167015	carteolol	Adrenergic receptor antagonist
BRD-A10977446	carvedilol	Adrenergic receptor antagonist
BRD-A95602221	celiprolol	Adrenergic receptor antagonist
BRD-A13188892	doxazosin	Adrenergic receptor antagonist
BRD-A07395371	esmolol	Adrenergic receptor antagonist
BRD-A18696154	idazoxan	Adrenergic receptor antagonist
BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
BRD-K76953762	indoramin	Adrenergic receptor antagonist
BRD-K04389336	labetalol	Adrenergic receptor antagonist
BRD-A07440155	labetalol	Adrenergic receptor antagonist
BRD-K31812033	levobunolol	Adrenergic receptor antagonist
BRD-A03623303	metoprolol	Adrenergic receptor antagonist
BRD-M45038741	metoprolol	Adrenergic receptor antagonist
BRD-K83153774	mirtazapine	Adrenergic receptor antagonist
BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
BRD-A87606379	nadolol	Adrenergic receptor antagonist
BRD-A97454584	nadolol	Adrenergic receptor antagonist
BRD-K04956647	nebivolol	Adrenergic receptor antagonist
BRD-K76810206	nicergoline	Adrenergic receptor antagonist
BRD-K79062806	nicergoline	Adrenergic receptor antagonist
BRD-A43331270	niguldipine	Adrenergic receptor antagonist
BRD-A62336480	niguldipine	Adrenergic receptor antagonist
BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
BRD-M30251550	penbutolol	Adrenergic receptor antagonist
BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
BRD-K21317336	phentolamine	Adrenergic receptor antagonist
BRD-K90333595	phentolamine	Adrenergic receptor antagonist
BRD-A97701745	pindolol	Adrenergic receptor antagonist
BRD-A41304429	practolol	Adrenergic receptor antagonist
BRD-K49111258	prazosin	Adrenergic receptor antagonist
BRD-A10070317	propranolol	Adrenergic receptor antagonist
BRD-M39350793	reboxetine	Adrenergic receptor antagonist
BRD-K32814891	reboxetine	Adrenergic receptor antagonist
BRD-K32480324	reboxetine	Adrenergic receptor antagonist
BRD-A43974499	reboxetine	Adrenergic receptor antagonist
BRD-K36732695	setiptiline	Adrenergic receptor antagonist
BRD-A33168282	sotalol	Adrenergic receptor antagonist
BRD-A94276798	talinolol	Adrenergic receptor antagonist
BRD-K74339692	tamsulosin	Adrenergic receptor antagonist
BRD-A22256192	terazosin	Adrenergic receptor antagonist
BRD-K08806317	timolol	Adrenergic receptor antagonist
BRD-K46211610	tolazoline	Adrenergic receptor antagonist
BRD-K70778732	trazodone	Adrenergic receptor antagonist
BRD-K73196317	urapidil	Adrenergic receptor antagonist
BRD-K35586044	yohimbine	Adrenergic receptor antagonist
BRD-K99712306	yohimbine	Adrenergic receptor antagonist
BRD-A87445400	yohimbine	Adrenergic receptor antagonist
BRD-A51410489	yohimbine	Adrenergic receptor antagonist
BRD-K91301684	noscapine	Bradykinin receptor antagonist
BRD-K66043364	noscapine	Bradykinin receptor antagonist
BRD-K89237706	noscapine	Bradykinin receptor antagonist
BRD-A51393488	noscapine	Bradykinin receptor antagonist
BRD-K83003151	alogliptin	Dipeptidyl peptidase inhibitor
BRD-K96550715	linagliptin	Dipeptidyl peptidase inhibitor
BRD-A82156122	saxagliptin	Dipeptidyl peptidase inhibitor
BRD-K19416115	sitagliptin	Dipeptidyl peptidase inhibitor
BRD-K48068743	teneligliptin	Dipeptidyl peptidase inhibitor
BRD-A88369366	trelagliptin	Dipeptidyl peptidase inhibitor
BRD-A94993966	vildagliptin	Dipeptidyl peptidase inhibitor
BRD-A81513827	saxagliptin	Dipeptidyl peptidase inhibitor
BRD-K41185545	ambrisentan	Endothelin receptor antagonist
BRD-A34578416	ambrisentan	Endothelin receptor antagonist
BRD-K16295392	atrasentan	Endothelin receptor antagonist
BRD-K74763371	bosentan	Endothelin receptor antagonist
BRD-K48812570	macitentan	Endothelin receptor antagonist
BRD-K63806092	sitaxentan	Endothelin receptor antagonist
BRD-K31553034	zibotentan	Endothelin receptor antagonist
BRD-K33251802	miglustat	Glycosyl transferase inhibitor
BRD-A29426959	carbinoxamine	L-type calcium channel blocker
BRD-A29644307	nomifensine	Noradrenaline uptake inhibitor
BRD-K37764012	pf-03758309	P21 activated kinase inhibitor
BRD-A90547603	eptifibatide	Platelet aggregation inhibitor
BRD-K47192521	icosapent	Platelet aggregation inhibitor
BRD-K57391913	iloprost	Platelet aggregation inhibitor
BRD-A45664787	iloprost	Platelet aggregation inhibitor
BRD-A16296925	indobufen	Platelet aggregation inhibitor
BRD-K37872686	tirofiban	Platelet aggregation inhibitor
BRD-K71696703	triflusal	Platelet aggregation inhibitor
BRD-K68538666	aceclofenac	Prostanoid receptor antagonist
BRD-K22031190	diflunisal	Prostanoid receptor antagonist
BRD-A44090213	indoprofen	Prostanoid receptor antagonist
BRD-K48894757	laropiprant	Prostanoid receptor antagonist
BRD-K28849549	mesalazine	Prostanoid receptor antagonist
BRD-K10843433	phenylbutazone	Prostanoid receptor antagonist
BRD-K08586861	ramatroban	Prostanoid receptor antagonist
BRD-K27721098	clopidogrel	Purinergic receptor antagonist
BRD-A93269281	clopidogrel	Purinergic receptor antagonist
BRD-A83029242	prasugrel	Purinergic receptor antagonist
BRD-K44974079	ticagrelor	Purinergic receptor antagonist
BRD-K00603606	ticlopidine	Purinergic receptor antagonist
BRD-K50498985	taladegib	Smoothened receptor antagonist
BRD-K44827188	vismodegib	Smoothened receptor antagonist
BRD-K09549677	mibefradil	T-type calcium channel blocker
BRD-A48631911	mibefradil	T-type calcium channel blocker
BRD-A70998768	pinaverium	T-type calcium channel blocker
BRD-A28095882	zonisamide	T-type calcium channel blocker
BRD-K48300629	zonisamide	T-type calcium channel blocker
BRD-K82767007	dazoxiben	Thromboxane synthase inhibitor
BRD-K53061490	ozagrel	Thromboxane synthase inhibitor
BRD-K19525698	ozagrel	Thromboxane synthase inhibitor
BRD-K67277431	picotamide	Thromboxane synthase inhibitor
BRD-K71696703	triflusal	Thromboxane synthase inhibitor
BRD-K24844714	fluorouracil	Thymidylate synthase inhibitor
BRD-K15574380	capecitabine	Thymidylate synthase inhibitor
BRD-K61192372	capecitabine	Thymidylate synthase inhibitor
BRD-A91877226	capecitabine	Thymidylate synthase inhibitor
BRD-K11630072	carmofur	Thymidylate synthase inhibitor
BRD-K83057217	doxifluridine	Thymidylate synthase inhibitor
BRD-A68537732	doxifluridine	Thymidylate synthase inhibitor
BRD-K32842773	pemetrexed	Thymidylate synthase inhibitor
BRD-K55395145	pemetrexed	Thymidylate synthase inhibitor
BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
BRD-A79903587	tegafur	Thymidylate synthase inhibitor
BRD-K03243820	trifluridine	Thymidylate synthase inhibitor
BRD-A64485570	trifluridine	Thymidylate synthase inhibitor
BRD-K58262659	doxifluridine	Thymidylate synthase inhibitor
BRD-K18779551	bifemelane	Acetylcholine release stimulant
BRD-K56810756	fomepizole	Alcohol dehydrogenase inhibitor
BRD-K55567017	formononetin	Alcohol dehydrogenase inhibitor
BRD-K55301415	abiraterone	Androgen biosynthesis inhibitor
BRD-K00674894	orteronel	Androgen biosynthesis inhibitor
BRD-A12409803	orteronel	Androgen biosynthesis inhibitor
BRD-K50071428	abiraterone	Androgen biosynthesis inhibitor
BRD-K81074237	azilsartan medoxomil	Angiotensin receptor antagonist
