pert_id	drug_id
BRD-K07996107	harpagoside
BRD-K66896231	ipidacrine
BRD-A22101059	metrifonate
BRD-K18922609	neostigmine
BRD-K84281997	pralidoxime
BRD-K61327230	pralidoxime
BRD-K10706131	rivastigmine
BRD-K81473089	tacrine
BRD-K14765469	vesamicol
BRD-A31575449	CGP-20712
BRD-K44993696	atenolol
BRD-K73323637	levobunolol
BRD-K77474816	yohimbine
BRD-A04661934	2-PMDQ
BRD-A29260609	acebutolol
BRD-A09056319	alfuzosin
BRD-A00993607	alprenolol
BRD-K93188295	ARC-239
BRD-K36864847	BD-1047
BRD-A24429032	BE-2254
BRD-A02759312	betaxolol
BRD-A89175223	bisoprolol
BRD-A07563059	bopindolol
BRD-A42167015	carteolol
BRD-A10977446	carvedilol
BRD-A95602221	celiprolol
BRD-K40965114	cyanopindolol
BRD-A47884604	cyanopindolol
BRD-A37837077	cyclazosin
BRD-A13188892	doxazosin
BRD-A07395371	esmolol
BRD-A78942461	ICI-118551
BRD-A03359064	ICI-89406
BRD-A18696154	idazoxan
BRD-A10903566	imiloxan
BRD-K76953762	indoramin
BRD-A26845397	isamoltane
BRD-K04389336	labetalol
BRD-A07440155	labetalol
BRD-K31812033	levobunolol
BRD-A03623303	metoprolol
BRD-M45038741	metoprolol
BRD-A87606379	nadolol
BRD-A97454584	nadolol
BRD-K04956647	nebivolol
BRD-K76810206	nicergoline
BRD-K79062806	nicergoline
BRD-A43671941	oxprenolol
BRD-M30251550	penbutolol
BRD-A67799922	phenoxybenzamine
BRD-K21317336	phentolamine
BRD-K90333595	phentolamine
BRD-A97701745	pindolol
BRD-A41304429	practolol
BRD-K49111258	prazosin
BRD-A10070317	propranolol
BRD-M39350793	reboxetine
BRD-K32814891	reboxetine
BRD-K32480324	reboxetine
BRD-A43974499	reboxetine
BRD-K08640512	RS-100329
BRD-K76840893	RS-17053
BRD-K86600316	RS-79948
BRD-A65597028	RX-821002
BRD-K36732695	setiptiline
BRD-A33168282	sotalol
BRD-K35430135	SR-59230A
BRD-A94276798	talinolol
BRD-K74339692	tamsulosin
BRD-A22256192	terazosin
BRD-K08806317	timolol
BRD-K46211610	tolazoline
BRD-K80527266	triacsin-c
BRD-K73196317	urapidil
BRD-A01493904	WB-4101
BRD-K35586044	yohimbine
BRD-K99712306	yohimbine
BRD-A87445400	yohimbine
BRD-A51410489	yohimbine
BRD-K49504902	SEP-227900
BRD-K83003151	alogliptin
BRD-K69032158	diprotin-a
BRD-K96550715	linagliptin
BRD-K77396579	NVP-DPP728
BRD-A73680854	PT-630
BRD-A82156122	saxagliptin
BRD-K19416115	sitagliptin
BRD-K48068743	teneligliptin
BRD-A88369366	trelagliptin
BRD-A94993966	vildagliptin
BRD-A81513827	saxagliptin
BRD-K41185545	ambrisentan
BRD-A34578416	ambrisentan
BRD-K16295392	atrasentan
BRD-K56509348	BMS-182874
BRD-K74763371	bosentan
BRD-A80641450	FR-139317
BRD-A54029483	IRL-2500
BRD-K48812570	macitentan
BRD-K63806092	sitaxentan
BRD-K31553034	zibotentan
BRD-K35601925	CS-917
BRD-K33251802	miglustat
BRD-A35623999	CGP-37157
BRD-K51541829	Ro-25-6981
BRD-K37764012	PF-03758309
BRD-A90547603	eptifibatide
BRD-K49840922	etofylline-clofibrate
BRD-K47192521	icosapent
BRD-K37872686	tirofiban
BRD-K68538666	aceclofenac
BRD-K33272502	DG-041
BRD-K22031190	diflunisal
BRD-K39733634	L-161982
BRD-K48894757	laropiprant
BRD-K09436313	prostaglandin
BRD-K08586861	ramatroban
BRD-K52512893	SC-19220
BRD-K33690734	5-BDBD
BRD-K27721098	clopidogrel
BRD-A93269281	clopidogrel
BRD-A81177136	KN-62
BRD-K36324071	NF-449
BRD-A83029242	prasugrel
BRD-K44974079	ticagrelor
BRD-K00603606	ticlopidine
BRD-K58938839	cyclopamine
BRD-A02333338	cyclopamine
BRD-K40302533	PF-5274857
BRD-K99741577	SANT-1
BRD-K83637872	SANT-1
BRD-K35781423	SANT-2
BRD-K50498985	taladegib
BRD-K41298358	tetraethylenepentamine
BRD-K09549677	mibefradil
BRD-A48631911	mibefradil
BRD-A70998768	pinaverium
BRD-K20738689	dazmegrel
BRD-K82767007	dazoxiben
BRD-K53061490	ozagrel
BRD-K19525698	ozagrel
BRD-K67277431	picotamide
BRD-K34437622	5-FP
BRD-K11630072	carmofur
BRD-K83057217	doxifluridine
BRD-A68537732	doxifluridine
BRD-K99383816	ftorafur
BRD-K32842773	pemetrexed
BRD-K55395145	pemetrexed
BRD-K89839824	raltitrexed
BRD-A79903587	tegafur
BRD-K03243820	trifluridine
BRD-A64485570	trifluridine
BRD-K58262659	doxifluridine
BRD-A22713669	BVT-948
BRD-K60274257	dephostatin
BRD-K88849294	lobaric-acid
BRD-K18779551	bifemelane
BRD-K56810756	fomepizole
BRD-K55567017	formononetin
BRD-K55301415	abiraterone
BRD-K50071428	abiraterone
BRD-K81074237	azilsartan
BRD-K84091759	candesartan
BRD-A65671304	candesartan-cilextil
BRD-K67977190	eprosartan
BRD-K60038276	irbesartan
BRD-K76205745	losartan
BRD-K66198023	losartan
BRD-K78485176	olmesartan-medoxomil
BRD-K73999723	telmisartan
BRD-K45158365	valsartan
BRD-A14792000	valsartan
BRD-K11373525	ZD-7155
BRD-K32398298	alprazolam
BRD-K68103045	CGS-20625
BRD-K86595100	chlordiazepoxide
BRD-K16508793	diazepam
BRD-K68232413	etizolam
BRD-K66093087	FGIN-1-43
BRD-A11990600	lorazepam
BRD-K57930253	nitrazepam
BRD-K92657060	zaleplon
BRD-K33882852	ZK-93423
BRD-K44876623	zolpidem
BRD-A16311756	profenamine
BRD-K92000912	AM-251
BRD-K59419204	AM-281
BRD-K63533170	AM-630
BRD-K78637815	LY-320135
BRD-K02590140	O-2050
BRD-K13296708	rimonabant
BRD-K09557221	SR-147778
BRD-K28453807	nitrocaramiphen
BRD-A14208071	oxyphenonium
BRD-A53561827	pipenzolate
BRD-K55026842	azacitidine
BRD-K03406345	azacitidine
BRD-A11263757	azacitidine
BRD-K26818574	BIX-01294
BRD-K79254416	decitabine
BRD-K89391146	RG-108
BRD-K61228301	SGI-1027
BRD-K87714311	zebularine
BRD-A01145011	zebularine
BRD-K22878149	SB-205607
BRD-A11609859	SB-205607
BRD-K43578482	defactinib
BRD-K99545815	PF-562271
BRD-A62890442	3-methyl-GABA
BRD-A07893380	vigabatrin
BRD-K47635719	dexamethasone
BRD-K60640630	mometasone
BRD-K61496577	flumetasone
BRD-A90131694	alclometasone
BRD-A63934767	alclometasone
BRD-K45149020	amcinonide
BRD-A36010170	amcinonide
BRD-A16478930	amcinonide
BRD-A17448384	beclometasone
BRD-K76747609	beclometasone
BRD-K39188321	betamethasone
BRD-A02180903	betamethasone
BRD-A92177080	betamethasone-acetate
BRD-A80594172	betamethasone-valerate
BRD-A34299591	budesonide
BRD-A58753560	budesonide
BRD-A60571864	budesonide
BRD-A82238138	budesonide
BRD-K35245662	ciclesonide
BRD-K10799896	clobetasol
BRD-K84443303	clobetasol
BRD-A26095496	clobetasol
BRD-A63894585	clobetasol
BRD-K81925854	clocortolone
BRD-K53342282	cortisol
BRD-K86161929	cortisone-acetate
BRD-A54487287	cortisone-acetate
BRD-K96006502	deflazacort
BRD-K45192137	dexamethasone
BRD-K38775274	dexamethasone
BRD-K30207000	dexamethasone
BRD-A10188456	dexamethasone
BRD-A69951442	dexamethasone
BRD-K00835182	dexamethasone
BRD-A35108200	dexamethasone
BRD-K17041687	diflorasone
BRD-K17674993	diflorasone
BRD-A38749782	fludrocortisone-acetate
BRD-A01346607	flumetasone
BRD-A59943784	fluticasone
BRD-K14791739	fluticasone
BRD-K11469942	fluticasone
BRD-K62310379	fluticasone-propionate
BRD-K81709173	halcinonide
BRD-K71451869	halcinonide
BRD-A88138582	halcinonide
BRD-K33312228	halometasone
BRD-A75172220	hydrocortisone
BRD-K93568044	hydrocortisone
BRD-K73978287	hydrocortisone
BRD-A73635141	hydrocortisone
BRD-A07000685	hydrocortisone-hemisuccinate
BRD-K01014769	isoflupredone
BRD-K29173907	isoflupredone-acetate
BRD-K56515112	medrysone
BRD-K13688115	medrysone
BRD-A20126139	medrysone
BRD-K35240538	methylprednisolone
BRD-A53176877	methylprednisolone
BRD-K92310201	mometasone
BRD-K87990216	piretanide
BRD-A01643550	prednisolone-acetate
BRD-A78391468	prednisolone-hemisuccinate
BRD-K82624463	prednisone
BRD-K85883481	prednisone
BRD-A62525898	prednisone
BRD-K27218697	rimexolone
BRD-K31627533	rimexolone
BRD-K77554836	triamcinolone
BRD-K23714869	triamcinolone
BRD-A37780065	triamcinolone
BRD-A30717181	triamcinolone
BRD-K53790871	triamcinolone
BRD-K41783120	STA-5326
BRD-K72816382	cinalukast
BRD-K69470111	montelukast
BRD-K99673372	montelukast
BRD-A31312900	montelukast
BRD-K97045029	pranlukast
BRD-K62562723	SR-2640
BRD-K74765201	tomelukast
BRD-K71289571	zafirlukast
BRD-A51831848	enflurane
BRD-K06152156	methoxyflurane
BRD-K25114078	aminoguanidine
BRD-K40892394	AR-C133057XX
BRD-K36269323	asymmetrical-dimethylarginine
BRD-K65814004	diphenyleneiodonium
BRD-K46317332	proadifen
BRD-K64931368	aminocaproic-acid
BRD-K97399794	quercetin
BRD-K15502390	nevirapine
BRD-K76617868	fasudil
BRD-A10523515	GSK-429286A
BRD-K77793136	hydroxyfasudil
BRD-K53814070	ripasudil
BRD-K19333160	RKI-1447
BRD-K44084986	Y-27632
BRD-A58280226	Y-27632
BRD-K56751279	Y-39983
BRD-A43885598	SID-7969543
BRD-K40496271	eltrombopag
BRD-K02283807	GR-32191
BRD-A91866971	SQ-29548
BRD-K30480208	torasemide
BRD-A58157837	butabindide
BRD-K37385792	conivaptan
BRD-A31095847	mozavaptan
BRD-K96720755	relcovaptan
BRD-A82035391	tolvaptan
BRD-K71534238	GW-9508
BRD-K19171642	CP-91149
BRD-A02713983	dihydrodeoxygedunin
BRD-K56060837	serotonin
BRD-K63124331	serotonin
BRD-K38580127	serotonin
BRD-A12881497	serotonin
BRD-K28178212	GW-441756
BRD-K04146668	GW-441756
BRD-A90625545	clinofibrate
BRD-A08840375	CID-5458317
BRD-K21396683	marimastat
BRD-A67975844	NSC-405020
BRD-K31912990	CGP-71683
BRD-A42553870	L-152804
BRD-A94413429	NTNCB
BRD-K12079898	PD-160170
BRD-A94793051	gestrinone
BRD-K97472745	gestrinone
BRD-K59850506	gestrinone
BRD-K44094313	mifepristone
BRD-K37270826	mifepristone
BRD-A44780397	mifepristone
BRD-K76197012	ulipristal
BRD-A06916187	CPI-613
BRD-K85406984	sobetirome
BRD-K88366685	trimetazidine
BRD-A00520476	otenzepad
BRD-K74363950	aclidinium
BRD-K60907894	adiphenine
BRD-A69917777	aminopentamide
BRD-K81729199	AQ-RA741
BRD-M35773784	atropine
BRD-A27290375	atropine
BRD-A93739713	atropine
BRD-K68804560	benzatropine
BRD-A25067867	benzatropine
BRD-A00546892	biperiden
BRD-A36471396	biperiden
BRD-A99939097	carisoprodol
BRD-A46066006	clidinium
BRD-K95773607	darifenacin
BRD-K31633810	DAU-5884
BRD-A99177642	deltaline
BRD-K68507560	dicycloverine
BRD-K93441486	diphemanil
BRD-A81233518	glycopyrrolate
BRD-A74975734	homatropine
BRD-A39671870	homatropine
BRD-A09539288	homatropine
BRD-A43999749	homatropine-methylbromide
BRD-A37432947	ipratropium
BRD-A07029265	ipratropium
BRD-A96060515	ipratropium
BRD-A05352148	ipratropium
BRD-K26429091	J-104129
BRD-K66206289	lobeline
BRD-A09467419	mebeverine
BRD-A20119038	mecamylamine
BRD-A03932035	methscopolamine
BRD-A32164164	methyllycaconitine
BRD-A33711280	metixene
BRD-K85337334	otilonium
BRD-A65013509	oxybutynin
BRD-A89337244	PD-102807
BRD-A97479839	piperidolate
BRD-K89375097	pirenzepine
BRD-K90885812	propantheline
BRD-K58951486	rocuronium
BRD-A33973768	scopolamine
BRD-K89923877	scopolamine
BRD-A62035778	scopolamine
BRD-A14566392	scopolamine
BRD-A54596827	solifenacin
BRD-K24723746	solifenacin-succinate
BRD-A09094913	strychnine
BRD-K06147391	telenzepine
BRD-K62782754	tiotropium
BRD-K54316499	tolterodine
BRD-A48180038	trihexyphenidyl
BRD-A79672927	tropicamide
BRD-K02607075	tubocurarine
BRD-K99621550	tubocurarine
BRD-K46692793	umeclidinium
BRD-K61341215	vecuronium
BRD-K20168442	vecuronium
BRD-K31374463	vecuronium
BRD-K80451230	zamifenacin
BRD-K59456551	methotrexate
BRD-A74914197	pralatrexate
BRD-K01950558	succinylsulfathiazole
BRD-K00911143	brexpiprazole
BRD-K15601958	SEW-2871
BRD-K08316444	rotenone
BRD-K85013741	auraptene
BRD-K02265150	amoxapine
BRD-A95696066	nisoxetine
BRD-A96292436	eflornithine
BRD-K25875056	SC-9
BRD-K36737713	AG-957
BRD-K38477985	malonoben
BRD-K09711437	varespladib
BRD-K04853698	LDN-193189
BRD-K17743697	KB-R7943
BRD-K29656036	MK-8245
BRD-K11973162	tipiracil
BRD-K98769987	flumazenil
BRD-A41451487	PK-11195
BRD-K68392338	ZK-93426
BRD-K59831625	LDN-212854
BRD-K45168550	SB-756050
BRD-A25234499	aminoglutethimide
BRD-A56371469	AGI-5198
BRD-K04691817	AGI-6780
BRD-A80574334	oxalomalic-acid
BRD-K91511962	desoxycortone
BRD-K98521173	desoxycortone
BRD-K34022604	clofarabine
BRD-A82371568	clofarabine
BRD-K51747290	hydroxyurea
BRD-K33106058	cytarabine
BRD-K71847383	cytarabine
BRD-A18929998	cytarabine
BRD-K15108141	gemcitabine
BRD-K11801786	trimidox
BRD-K83405785	pimavanserin
BRD-K20714604	RS-56812
BRD-K46142322	RS-67333
BRD-K50018155	RS-67506
BRD-K21806131	tegaserod
BRD-K40990712	hexamethyleneamiloride
BRD-K08859203	DU-728
BRD-K87049188	fusaric-acid
BRD-A72024019	tunicamycin
BRD-K10573841	tunicamycin
BRD-A99367815	fumagillin
BRD-K93201660	ML-7
BRD-K94379058	BML-190
BRD-K63150726	JTE-907
BRD-K52436943	SR-144528
BRD-K35169477	taranabant
BRD-K18799075	BAY-59-3074
BRD-K10671814	sulfaphenazole
BRD-K29562203	SCH-202676
BRD-K98203492	GSK-J4
BRD-K26349472	OG-L002
BRD-K01436366	XMD-1150
BRD-K43330982	JTE-013
BRD-K20141153	atomoxetine
BRD-K01649396	indatraline
BRD-K55044200	amoxicillin
BRD-A22642447	licarbazepine
BRD-K20079257	rufinamide
BRD-A27732521	tolperisone
BRD-A71765365	mepireserpate
BRD-U94846492	quinine
BRD-K99257182	quinine
BRD-K07940445	quinine
BRD-K93255255	indoximod
BRD-K00885784	canrenone
BRD-A20644369	canrenone
BRD-K04394237	drospirenone
BRD-A00938334	drospirenone
BRD-K46556543	potassium-canrenoate
BRD-A29322418	potassium-canrenoate
BRD-K67919934	spironolactone
BRD-K90027355	spironolactone
BRD-A97808748	spironolactone
BRD-K36859431	sapropterin
BRD-K90195324	bazedoxifene
BRD-A53077924	tianeptine
BRD-K74402642	NSC-632839
BRD-K37392901	NSC-632839
BRD-K81197548	NSC-632839
BRD-K60240222	carglumic-acid
BRD-K83636919	entacapone
BRD-K92977333	entacapone
BRD-K31023358	purpurogallin
BRD-K10852020	tolcapone
BRD-K51018020	VAMA-37
BRD-K96123349	brequinar
BRD-K40797222	SC-12267
BRD-A42699921	teriflunomide
BRD-K68532323	SB-743921
BRD-K70301876	escitalopram
BRD-A31159102	fluoxetine
BRD-K53517854	fluvoxamine
BRD-K31534764	fluvoxamine
BRD-K72676686	fluvoxamine
BRD-K19277754	paroxetine
BRD-K37991163	paroxetine
BRD-A62326914	paroxetine
BRD-K90868879	canagliflozin
BRD-K46604138	dapagliflozin
BRD-K53765467	empagliflozin
BRD-K10071630	ertugliflozin
BRD-K24601397	phlorizin
BRD-K05850076	sotagliflozin
BRD-K38197229	bumetanide
BRD-K20605374	NSC-697923
BRD-K49807096	benazepril
BRD-A15131297	benazepril
BRD-K54529596	captopril
BRD-K65518078	cilazapril
BRD-K00573984	delapril
BRD-K29462201	deserpidine
BRD-K44497846	enalapril
BRD-K57545991	enalapril
BRD-K99447003	enalaprilat
BRD-A51382177	fosinopril
BRD-K34332569	imidapril
BRD-K67966701	lisinopril
BRD-A32172948	methiopril
BRD-K34441861	moexipril
BRD-K86940322	perindopril
BRD-K92731339	perindopril
BRD-K72222507	quinapril
BRD-K05111602	ramipril
BRD-K89348303	ramipril
BRD-A65739223	ramipril
BRD-K52930707	rescinnamine
BRD-K10784860	temocapril
BRD-A32505112	trandolapril
BRD-K46654563	zofenopril-calcium
BRD-A23712469	bacitracin
BRD-K63242551	cefadroxil
BRD-A56858165	cefadroxil
BRD-K18574842	nafcillin
BRD-K49776472	SKF-91488
BRD-K15196155	IBC-293
BRD-A56012032	thiorphan
BRD-K49669041	BX-912
BRD-K70642949	GSK-2334470
BRD-A80871782	hydroxyamphetamine
BRD-K11073688	CPI-1189
BRD-K78303961	glycitein
BRD-K00766422	sparfosic-acid
BRD-K32405725	etomoxir
BRD-A67552655	etomoxir
BRD-K77625572	etomoxir
BRD-A19633847	perhexiline
BRD-K55677650	CO-101244
BRD-A42335949	alexidine
BRD-K98174813	chlorzoxazone
BRD-K39746403	erythromycin-estolate
BRD-K66876909	linezolid
BRD-K35687421	gimeracil
BRD-K38183498	clonazepam
BRD-A25569250	KI-16425
BRD-A32269193	VGX-1027
BRD-K37080523	isoreserpine
BRD-K44495371	reserpine
BRD-K95921201	reserpine
BRD-K24125544	tetrabenazine
BRD-K95739795	tetrabenazine
BRD-A47564106	tetrabenazine
BRD-K64642496	KO-143
BRD-K30550578	PF-04620110
BRD-A19585813	methylphenidate
BRD-K72264770	QW-BI-011
BRD-A85860691	chaetocin
BRD-K06426971	ryuvidine
BRD-K74236984	UNC-0321
BRD-A02481876	importazole
BRD-K99063460	didanosine
BRD-K23190681	AV-412
BRD-K19061412	mubritinib
BRD-K19859123	CCMI
BRD-K18849474	dalcetrapib
BRD-A05874290	DL-TBOA
BRD-K97963946	EMD-1214063
BRD-K01109406	nitisinone
BRD-K44366189	anacetrapib
BRD-K64622987	torcetrapib
BRD-K01174345	anamorelin
BRD-A41301928	bongkrek-acid
BRD-K78712176	carbidopa
BRD-A69512159	carbidopa
BRD-A33833419	TER-14687
BRD-A62434282	goserelin
BRD-K41731458	triclosan
BRD-K12885236	dapivirine
BRD-K34068325	delavirdine
BRD-K74717603	etravirine
BRD-K97233161	ABT-491
BRD-K28115081	apafant
BRD-A29289453	PCA-4248
BRD-A16997652	protirelin
BRD-K93869735	taltirelin
BRD-K70241288	L-692585
BRD-K58550667	FK-866
BRD-K14991967	GSK-650394
BRD-A80017228	bendroflumethiazide
BRD-K63630713	etacrynic-acid
BRD-K36862742	hydroflumethiazide
BRD-K34098590	tienilic-acid
BRD-K64838454	dipraglurant
BRD-K82823076	Ro-15-4513
BRD-K96936751	bretazenil
BRD-K32218650	MBX-2982
BRD-A18579359	wiskostatin
BRD-A45107007	salubrinal
BRD-A77299732	salubrinal
BRD-K21295289	senicapoc
BRD-K92213669	lomitapide
BRD-A66155091	trilostane
BRD-K61401890	deguelin
BRD-K93480852	KN-93
BRD-K55454768	TAS-301
BRD-K99504665	goserelin-acetate
BRD-K62685538	triptorelin
BRD-K62221994	T-98475
BRD-K53397409	benzoic-acid
