code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
C	C01	C01C	C01CA	C01CA08	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Synephrine	synephrine
C	C01	C01C	C01CA	C01CA09	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Metaraminol	metaraminol
C	C01	C01C	C01CA	C01CA10	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Methoxamine	methoxamine
C	C01	C01C	C01CA	C01CA11	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Mephentermine	mephentermine
C	C01	C01C	C01CA	C01CA12	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Dimetofrine	dimetofrine
C	C01	C01C	C01CA	C01CA13	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Prenalterol	prenalterol
C	C01	C01C	C01CA	C01CA14	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Dopexamine	dopexamine
C	C01	C01C	C01CA	C01CA15	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Gepefrine	gepefrine
C	C01	C01C	C01CA	C01CA16	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Ibopamine	ibopamine
C	C01	C01C	C01CA	C01CA17	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Midodrine	midodrine
C	C01	C01C	C01CA	C01CA18	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Octopamine	octopamine
C	C01	C01C	C01CA	C01CA19	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Fenoldopam	fenoldopam
C	C01	C01C	C01CA	C01CA21	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Cafedrine	cafedrine
C	C01	C01C	C01CA	C01CA22	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Arbutamine	arbutamine
C	C01	C01C	C01CA	C01CA23	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Theodrenaline	theodrenaline
C	C01	C01C	C01CA	C01CA24	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Epinephrine	epinephrine
C	C01	C01C	C01CA	C01CA25	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Amezinium metilsulfate	amezinium metilsulfate
C	C01	C01C	C01CA	C01CA26	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Ephedrine	ephedrine
C	C01	C01C	C01CA	C01CA27	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Droxidopa	droxidopa
C	C01	C01C	C01CA	C01CA51	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Adrenergic and dopaminergic agents	Etilefrine	etilefrine
C	C01	C01C	C01CE	C01CE01	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Phosphodiesterase inhibitors	Amrinone	amrinone
C	C01	C01C	C01CE	C01CE02	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Phosphodiesterase inhibitors	Milrinone	milrinone
C	C01	C01C	C01CE	C01CE03	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Phosphodiesterase inhibitors	Enoximone	enoximone
C	C01	C01C	C01CE	C01CE04	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Phosphodiesterase inhibitors	Bucladesine	bucladesine
C	C01	C01C	C01CX	C01CX06	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Other cardiac stimulants	Angiotensinamide	angiotensinamide
C	C01	C01C	C01CX	C01CX07	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Other cardiac stimulants	Xamoterol	xamoterol
C	C01	C01C	C01CX	C01CX08	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Other cardiac stimulants	Levosimendan	levosimendan
C	C01	C01C	C01CX	C01CX09	Cardiovascular System	Cardiac Therapy	Cardiac Stimulants Excl. Cardiac Glycosides	Other cardiac stimulants	Angiotensin II	angiotensin ii
C	C01	C01D	C01DA	C01DA02	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Nitroglycerin	nitroglycerin
C	C01	C01D	C01DA	C01DA04	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Methylpropylpropanediol dinitrate	methylpropylpropanediol dinitrate
C	C01	C01D	C01DA	C01DA05	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Pentaerythritol tetranitrate	pentaerythritol tetranitrate
C	C01	C01D	C01DA	C01DA07	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Propatyl nitrate	propatyl nitrate
C	C01	C01D	C01DA	C01DA08	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Isosorbide dinitrate	isosorbide dinitrate
C	C01	C01D	C01DA	C01DA09	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Trolnitrate	trolnitrate
C	C01	C01D	C01DA	C01DA13	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Erythrityl tetranitrate	erythrityl tetranitrate
C	C01	C01D	C01DA	C01DA14	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Isosorbide mononitrate	isosorbide mononitrate
C	C01	C01D	C01DA	C01DA38	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Tenitramine	tenitramine
C	C01	C01D	C01DA	C01DA52	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Nitroglycerin	nitroglycerin
C	C01	C01D	C01DA	C01DA54	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Methylpropylpropanediol dinitrate	methylpropylpropanediol dinitrate
C	C01	C01D	C01DA	C01DA55	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Pentaerythritol tetranitrate	pentaerythritol tetranitrate
C	C01	C01D	C01DA	C01DA57	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Propatyl nitrate	propatyl nitrate
C	C01	C01D	C01DA	C01DA58	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Isosorbide dinitrate	isosorbide dinitrate
C	C01	C01D	C01DA	C01DA59	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Trolnitrate	trolnitrate
C	C01	C01D	C01DA	C01DA63	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Organic nitrates	Erythrityl tetranitrate	erythrityl tetranitrate
C	C01	C01D	C01DB	C01DB01	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Quinolone vasodilators	Flosequinan	flosequinan
C	C01	C01D	C01DX	C01DX01	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Aminoethyl nitrate	aminoethyl nitrate
C	C01	C01D	C01DX	C01DX02	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Prenylamine	prenylamine
C	C01	C01D	C01DX	C01DX03	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Oxyfedrine	oxyfedrine
C	C01	C01D	C01DX	C01DX04	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Benziodarone	benziodarone
C	C01	C01D	C01DX	C01DX05	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Carbocromen	carbocromen
C	C01	C01D	C01DX	C01DX06	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Hexobendine	hexobendine
C	C01	C01D	C01DX	C01DX07	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Etafenone	etafenone
C	C01	C01D	C01DX	C01DX08	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Heptaminol	heptaminol
C	C01	C01D	C01DX	C01DX09	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Imolamine	imolamine
C	C01	C01D	C01DX	C01DX10	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Dilazep	dilazep
C	C01	C01D	C01DX	C01DX11	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Trapidil	trapidil
C	C01	C01D	C01DX	C01DX12	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Molsidomine	molsidomine
C	C01	C01D	C01DX	C01DX13	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Efloxate	efloxate
C	C01	C01D	C01DX	C01DX14	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Cinepazet	cinepazet
C	C01	C01D	C01DX	C01DX15	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Cloridarol	cloridarol
C	C01	C01D	C01DX	C01DX16	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Nicorandil	nicorandil
C	C01	C01D	C01DX	C01DX18	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Linsidomine	linsidomine
C	C01	C01D	C01DX	C01DX19	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Nesiritide	nesiritide
C	C01	C01D	C01DX	C01DX21	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Serelaxin	serelaxin
C	C01	C01D	C01DX	C01DX22	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Vericiguat	vericiguat
C	C01	C01D	C01DX	C01DX51	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Aminoethyl nitrate	aminoethyl nitrate
C	C01	C01D	C01DX	C01DX52	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Prenylamine	prenylamine
C	C01	C01D	C01DX	C01DX53	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Oxyfedrine	oxyfedrine
C	C01	C01D	C01DX	C01DX54	Cardiovascular System	Cardiac Therapy	Vasodilators Used In Cardiac Diseases	Other vasodilators used in cardiac diseases	Benziodarone	benziodarone
C	C01	C01E	C01EA	C01EA01	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Prostaglandins	Alprostadil	alprostadil
C	C01	C01E	C01EB	C01EB02	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Camphor	camphor
C	C01	C01E	C01EB	C01EB03	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Indomethacin	indomethacin
C	C01	C01E	C01EB	C01EB05	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Creatinolfosfate	creatinolfosfate
C	C01	C01E	C01EB	C01EB06	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Phosphocreatine	phosphocreatine
C	C01	C01E	C01EB	C01EB07	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Fosfructose	fosfructose
C	C01	C01E	C01EB	C01EB09	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Ubidecarenone	ubidecarenone
C	C01	C01E	C01EB	C01EB10	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Adenosine	adenosine
C	C01	C01E	C01EB	C01EB11	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Tiracizine	tiracizine
C	C01	C01E	C01EB	C01EB13	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Acadesine	acadesine
C	C01	C01E	C01EB	C01EB15	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Trimetazidine	trimetazidine
C	C01	C01E	C01EB	C01EB16	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Ibuprofen	ibuprofen
C	C01	C01E	C01EB	C01EB17	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Ivabradine	ivabradine
C	C01	C01E	C01EB	C01EB18	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Ranolazine	ranolazine
C	C01	C01E	C01EB	C01EB21	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Regadenoson	regadenoson
C	C01	C01E	C01EB	C01EB22	Cardiovascular System	Cardiac Therapy	Other Cardiac Preparations	Other cardiac preparations	Meldonium	meldonium
C	C02	C02A	C02AA	C02AA01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Rescinnamine	rescinnamine
C	C02	C02A	C02AA	C02AA02	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Reserpine	reserpine
C	C02	C02A	C02AA	C02AA03	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Rauwolfia serpentina root	rauwolfia serpentina root
C	C02	C02A	C02AA	C02AA05	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Deserpidine	deserpidine
C	C02	C02A	C02AA	C02AA06	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Methoserpidine	methoserpidine
C	C02	C02A	C02AA	C02AA07	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Bietaserpine	bietaserpine
C	C02	C02A	C02AA	C02AA52	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Reserpine	reserpine
C	C02	C02A	C02AA	C02AA57	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Rauwolfia alkaloids	Bietaserpine	bietaserpine
C	C02	C02A	C02AB	C02AB01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Methyldopa	Methyldopa	methyldopa
C	C02	C02A	C02AC	C02AC01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Imidazoline receptor agonists	Clonidine	clonidine
C	C02	C02A	C02AC	C02AC02	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Imidazoline receptor agonists	Guanfacine	guanfacine
C	C02	C02A	C02AC	C02AC04	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Imidazoline receptor agonists	Tolonidine	tolonidine
C	C02	C02A	C02AC	C02AC05	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Imidazoline receptor agonists	Moxonidine	moxonidine
C	C02	C02A	C02AC	C02AC06	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Centrally Acting	Imidazoline receptor agonists	Rilmenidine	rilmenidine
C	C02	C02B	C02BA	C02BA01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Ganglion-Blocking	Sulfonium derivatives	Trimethaphan	trimethaphan
C	C02	C02B	C02BB	C02BB01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Ganglion-Blocking	Secondary and tertiary amines	Mecamylamine	mecamylamine
C	C02	C02C	C02CA	C02CA01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Alpha-adrenoreceptor antagonists	Prazosin	prazosin
C	C02	C02C	C02CA	C02CA02	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Alpha-adrenoreceptor antagonists	Indoramin	indoramin
C	C02	C02C	C02CA	C02CA03	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Alpha-adrenoreceptor antagonists	Trimazosin	trimazosin
C	C02	C02C	C02CA	C02CA04	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Alpha-adrenoreceptor antagonists	Doxazosin	doxazosin
C	C02	C02C	C02CA	C02CA06	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Alpha-adrenoreceptor antagonists	Urapidil	urapidil
C	C02	C02C	C02CC	C02CC01	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Bethanidine	bethanidine
C	C02	C02C	C02CC	C02CC02	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Guanethidine	guanethidine
C	C02	C02C	C02CC	C02CC03	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Guanoxan	guanoxan
C	C02	C02C	C02CC	C02CC04	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Debrisoquine	debrisoquine
C	C02	C02C	C02CC	C02CC05	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Guanoclor	guanoclor
C	C02	C02C	C02CC	C02CC06	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Guanazodine	guanazodine
C	C02	C02C	C02CC	C02CC07	Cardiovascular System	Antihypertensives	Antiadrenergic Agents, Peripherally Acting	Guanidine derivatives	Guanoxabenz	guanoxabenz
C	C02	C02D	C02DA	C02DA01	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Thiazide derivatives	Diazoxide	diazoxide
C	C02	C02D	C02DB	C02DB01	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Hydrazinophthalazine derivatives	Dihydralazine	dihydralazine
C	C02	C02D	C02DB	C02DB02	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Hydrazinophthalazine derivatives	Hydralazine	hydralazine
C	C02	C02D	C02DB	C02DB03	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Hydrazinophthalazine derivatives	Endralazine	endralazine
C	C02	C02D	C02DB	C02DB04	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Hydrazinophthalazine derivatives	Cadralazine	cadralazine
C	C02	C02D	C02DC	C02DC01	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Pyrimidine derivatives	Minoxidil	minoxidil
C	C02	C02D	C02DD	C02DD01	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Nitroferricyanide derivatives	Nitroprusside	nitroprusside
C	C02	C02D	C02DG	C02DG01	Cardiovascular System	Antihypertensives	Arteriolar Smooth Muscle, Agents Acting On	Guanidine derivatives	Pinacidil	pinacidil
C	C02	C02K	C02KB	C02KB01	Cardiovascular System	Antihypertensives	Other Antihypertensives	Tyrosine hydroxylase inhibitors	Metyrosine	metyrosine
C	C02	C02K	C02KC	C02KC01	Cardiovascular System	Antihypertensives	Other Antihypertensives	MAO inhibitors	Pargyline	pargyline
C	C02	C02K	C02KD	C02KD01	Cardiovascular System	Antihypertensives	Other Antihypertensives	Serotonin antagonists	Ketanserin	ketanserin
C	C02	C02K	C02KX	C02KX01	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Bosentan	bosentan
C	C02	C02K	C02KX	C02KX02	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Ambrisentan	ambrisentan
C	C02	C02K	C02KX	C02KX03	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Sitaxentan	sitaxentan
C	C02	C02K	C02KX	C02KX04	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Macitentan	macitentan
C	C02	C02K	C02KX	C02KX05	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Riociguat	riociguat
C	C02	C02K	C02KX	C02KX52	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Tadalafil	tadalafil
C	C02	C02K	C02KX	C02KX52	Cardiovascular System	Antihypertensives	Other Antihypertensives	Antihypertensives for pulmonary arterial hypertension	Ambrisentan	ambrisentan
C	C02	C02L	C02LA	C02LA01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Reserpine	reserpine
C	C02	C02L	C02LA	C02LA02	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Rescinnamine	rescinnamine
C	C02	C02L	C02LA	C02LA03	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Deserpidine	deserpidine
C	C02	C02L	C02LA	C02LA04	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Methoserpidine	methoserpidine
C	C02	C02L	C02LA	C02LA07	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Bietaserpine	bietaserpine
C	C02	C02L	C02LA	C02LA08	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Rauwolfia serpentina root	rauwolfia serpentina root
C	C02	C02L	C02LA	C02LA51	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Reserpine	reserpine
C	C02	C02L	C02LA	C02LA52	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Rescinnamine	rescinnamine
C	C02	C02L	C02LA	C02LA71	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Rauwolfia alkaloids and diuretics in combination	Reserpine	reserpine
C	C02	C02L	C02LC	C02LC01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Imidazoline receptor agonists in combination with diuretics	Clonidine	clonidine
C	C02	C02L	C02LC	C02LC05	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Imidazoline receptor agonists in combination with diuretics	Moxonidine	moxonidine
C	C02	C02L	C02LC	C02LC51	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Imidazoline receptor agonists in combination with diuretics	Clonidine	clonidine
C	C02	C02L	C02LE	C02LE01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Alpha-adrenoreceptor antagonists and diuretics	Prazosin	prazosin
C	C02	C02L	C02LF	C02LF01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Guanidine derivatives and diuretics	Guanethidine	guanethidine
C	C02	C02L	C02LG	C02LG01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Hydrazinophthalazine derivatives and diuretics	Dihydralazine	dihydralazine
C	C02	C02L	C02LG	C02LG02	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Hydrazinophthalazine derivatives and diuretics	Hydralazine	hydralazine
C	C02	C02L	C02LG	C02LG51	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Hydrazinophthalazine derivatives and diuretics	Dihydralazine	dihydralazine
C	C02	C02L	C02LL	C02LL01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	MAO inhibitors and diuretics	Pargyline	pargyline
C	C02	C02L	C02LX	C02LX01	Cardiovascular System	Antihypertensives	Antihypertensives And Diuretics In Combination	Other antihypertensives and diuretics	Pinacidil	pinacidil
C	C03	C03A	C03AA	C03AA01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Bendroflumethiazide	bendroflumethiazide
C	C03	C03A	C03AA	C03AA02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Hydroflumethiazide	hydroflumethiazide
C	C03	C03A	C03AA	C03AA03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Hydrochlorothiazide	hydrochlorothiazide
C	C03	C03A	C03AA	C03AA04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Chlorothiazide	chlorothiazide
C	C03	C03A	C03AA	C03AA05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Polythiazide	polythiazide
C	C03	C03A	C03AA	C03AA06	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Trichlormethiazide	trichlormethiazide
C	C03	C03A	C03AA	C03AA07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Cyclopenthiazide	cyclopenthiazide
C	C03	C03A	C03AA	C03AA08	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Methyclothiazide	methyclothiazide
C	C03	C03A	C03AA	C03AA09	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Cyclothiazide	cyclothiazide
C	C03	C03A	C03AA	C03AA13	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, plain	Mebutizide	mebutizide
C	C03	C03A	C03AB	C03AB01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Bendroflumethiazide	bendroflumethiazide
C	C03	C03A	C03AB	C03AB01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
