code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
R	R03	R03A	R03AL	R03AL09	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Glycopyrronium	glycopyrronium
R	R03	R03A	R03AL	R03AL10	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Formoterol	formoterol
R	R03	R03A	R03AL	R03AL10	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Tiotropium	tiotropium
R	R03	R03A	R03AL	R03AL11	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Formoterol	formoterol
R	R03	R03A	R03AL	R03AL11	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Glycopyrronium	glycopyrronium
R	R03	R03A	R03AL	R03AL11	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Budesonide	budesonide
R	R03	R03A	R03AL	R03AL12	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Mometasone	mometasone
R	R03	R03A	R03AL	R03AL12	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Glycopyrronium	glycopyrronium
R	R03	R03A	R03AL	R03AL12	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics, Inhalants	Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids	Indacaterol	indacaterol
R	R03	R03B	R03BA	R03BA01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Beclomethasone dipropionate	beclomethasone dipropionate
R	R03	R03B	R03BA	R03BA02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Budesonide	budesonide
R	R03	R03B	R03BA	R03BA03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Flunisolide	flunisolide
R	R03	R03B	R03BA	R03BA04	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Betamethasone	betamethasone
R	R03	R03B	R03BA	R03BA05	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Fluticasone	fluticasone
R	R03	R03B	R03BA	R03BA06	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Triamcinolone	triamcinolone
R	R03	R03B	R03BA	R03BA07	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Mometasone furoate	mometasone furoate
R	R03	R03B	R03BA	R03BA08	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Ciclesonide	ciclesonide
R	R03	R03B	R03BA	R03BA09	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Glucocorticoids	Fluticasone furoate	fluticasone furoate
R	R03	R03B	R03BB	R03BB01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Ipratropium	ipratropium
R	R03	R03B	R03BB	R03BB02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Oxitropium	oxitropium
R	R03	R03B	R03BB	R03BB04	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Tiotropium	tiotropium
R	R03	R03B	R03BB	R03BB05	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Aclidinium	aclidinium
R	R03	R03B	R03BB	R03BB06	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Glycopyrronium	glycopyrronium
R	R03	R03B	R03BB	R03BB07	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Umeclidinium	umeclidinium
R	R03	R03B	R03BB	R03BB08	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Revefenacin	revefenacin
R	R03	R03B	R03BB	R03BB54	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Anticholinergics	Tiotropium	tiotropium
R	R03	R03B	R03BC	R03BC01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Antiallergic agents, excl. corticosteroids	Cromoglicic acid	cromoglicic acid
R	R03	R03B	R03BC	R03BC03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Antiallergic agents, excl. corticosteroids	Nedocromil	nedocromil
R	R03	R03B	R03BX	R03BX01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Drugs For Obstructive Airway Diseases, Inhalants	Other drugs for obstructive airway diseases, inhalants	Fenspiride	fenspiride
R	R03	R03C	R03CA	R03CA02	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Alpha- and beta-adrenoreceptor agonists	Ephedrine	ephedrine
R	R03	R03C	R03CB	R03CB01	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Non-selective beta-adrenoreceptor agonists	Isoprenaline	isoprenaline
R	R03	R03C	R03CB	R03CB02	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Non-selective beta-adrenoreceptor agonists	Methoxyphenamine	methoxyphenamine
R	R03	R03C	R03CB	R03CB03	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Non-selective beta-adrenoreceptor agonists	Orciprenaline	orciprenaline
R	R03	R03C	R03CB	R03CB51	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Non-selective beta-adrenoreceptor agonists	Isoprenaline	isoprenaline
R	R03	R03C	R03CB	R03CB53	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Non-selective beta-adrenoreceptor agonists	Orciprenaline	orciprenaline
R	R03	R03C	R03CC	R03CC02	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Salbutamol	salbutamol
R	R03	R03C	R03CC	R03CC03	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Terbutaline	terbutaline
R	R03	R03C	R03CC	R03CC04	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Fenoterol	fenoterol
R	R03	R03C	R03CC	R03CC05	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Hexoprenaline	hexoprenaline
R	R03	R03C	R03CC	R03CC07	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Pirbuterol	pirbuterol
R	R03	R03C	R03CC	R03CC08	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Procaterol	procaterol
R	R03	R03C	R03CC	R03CC09	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Tretoquinol	tretoquinol
R	R03	R03C	R03CC	R03CC10	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Carbuterol	carbuterol
R	R03	R03C	R03CC	R03CC11	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Tulobuterol	tulobuterol
R	R03	R03C	R03CC	R03CC12	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Bambuterol	bambuterol
R	R03	R03C	R03CC	R03CC13	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Clenbuterol	clenbuterol
R	R03	R03C	R03CC	R03CC14	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Reproterol	reproterol
R	R03	R03C	R03CC	R03CC15	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Formoterol	formoterol
R	R03	R03C	R03CC	R03CC53	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Terbutaline	terbutaline
R	R03	R03C	R03CC	R03CC63	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Clenbuterol	clenbuterol
R	R03	R03C	R03CC	R03CC63	Respiratory System	Drugs For Obstructive Airway Diseases	Adrenergics For Systemic Use	Selective beta-2-adrenoreceptor agonists	Ambroxol	ambroxol
R	R03	R03D	R03DA	R03DA01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Dyphylline	dyphylline
R	R03	R03D	R03DA	R03DA02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Oxtriphylline	oxtriphylline
R	R03	R03D	R03DA	R03DA03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Proxyphylline	proxyphylline
R	R03	R03D	R03DA	R03DA04	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theophylline	theophylline
R	R03	R03D	R03DA	R03DA05	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Aminophylline	aminophylline
R	R03	R03D	R03DA	R03DA06	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Etamiphylline	etamiphylline
R	R03	R03D	R03DA	R03DA07	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theobromine	theobromine
R	R03	R03D	R03DA	R03DA08	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Bamifylline	bamifylline
R	R03	R03D	R03DA	R03DA09	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Acefylline	acefylline
R	R03	R03D	R03DA	R03DA10	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Bufylline	bufylline
R	R03	R03D	R03DA	R03DA11	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Doxofylline	doxofylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Caffeine	caffeine
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theophylline	theophylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Dyphylline	dyphylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Pentoxifylline	pentoxifylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Mercaptopurine	mercaptopurine
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Aminophylline	aminophylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Oxtriphylline	oxtriphylline
R	R03	R03D	R03DA	R03DA20	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Bromotheophylline	bromotheophylline
R	R03	R03D	R03DA	R03DA51	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Dyphylline	dyphylline
R	R03	R03D	R03DA	R03DA54	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theophylline	theophylline
R	R03	R03D	R03DA	R03DA55	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Aminophylline	aminophylline
R	R03	R03D	R03DA	R03DA57	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theobromine	theobromine
R	R03	R03D	R03DA	R03DA74	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines	Theophylline	theophylline
R	R03	R03D	R03DB	R03DB01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Dyphylline	dyphylline
R	R03	R03D	R03DB	R03DB02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Oxtriphylline	oxtriphylline
R	R03	R03D	R03DB	R03DB03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Proxyphylline	proxyphylline
R	R03	R03D	R03DB	R03DB04	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Theophylline	theophylline
R	R03	R03D	R03DB	R03DB05	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Aminophylline	aminophylline
R	R03	R03D	R03DB	R03DB06	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Xanthines and adrenergics	Etamiphylline	etamiphylline
R	R03	R03D	R03DC	R03DC01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Leukotriene receptor antagonists	Zafirlukast	zafirlukast
R	R03	R03D	R03DC	R03DC02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Leukotriene receptor antagonists	Pranlukast	pranlukast
R	R03	R03D	R03DC	R03DC03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Leukotriene receptor antagonists	Montelukast	montelukast
R	R03	R03D	R03DC	R03DC04	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Leukotriene receptor antagonists	Ibudilast	ibudilast
R	R03	R03D	R03DC	R03DC53	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Leukotriene receptor antagonists	Montelukast	montelukast
R	R03	R03D	R03DX	R03DX01	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Amlexanox	amlexanox
R	R03	R03D	R03DX	R03DX02	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Eprozinol	eprozinol
R	R03	R03D	R03DX	R03DX03	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Fenspiride	fenspiride
R	R03	R03D	R03DX	R03DX05	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Omalizumab	omalizumab
R	R03	R03D	R03DX	R03DX06	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Seratrodast	seratrodast
R	R03	R03D	R03DX	R03DX07	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Roflumilast	roflumilast
R	R03	R03D	R03DX	R03DX08	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Reslizumab	reslizumab
R	R03	R03D	R03DX	R03DX09	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Mepolizumab	mepolizumab
R	R03	R03D	R03DX	R03DX10	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Benralizumab	benralizumab
R	R03	R03D	R03DX	R03DX11	Respiratory System	Drugs For Obstructive Airway Diseases	Other Systemic Drugs For Obstructive Airway Diseases	Other systemic drugs for obstructive airway diseases	Tezepelumab	tezepelumab
R	R05	R05C	R05CA	R05CA01	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Tyloxapol	tyloxapol
R	R05	R05C	R05CA	R05CA02	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Potassium Iodide	potassium iodide
R	R05	R05C	R05CA	R05CA03	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Guaifenesin	guaifenesin
R	R05	R05C	R05CA	R05CA04	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Ipecac	ipecac
R	R05	R05C	R05CA	R05CA06	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Polygala senega root	polygala senega root
R	R05	R05C	R05CA	R05CA07	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Antimony pentasulfide	antimony pentasulfide
R	R05	R05C	R05CA	R05CA08	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Wood creosote	wood creosote
R	R05	R05C	R05CA	R05CA11	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Levoverbenone	levoverbenone
R	R05	R05C	R05CA	R05CA12	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Hedera helix leaf extract	hedera helix leaf extract
R	R05	R05C	R05CA	R05CA13	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Expectorants	Eucalyptol	eucalyptol
R	R05	R05C	R05CB	R05CB01	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Acetylcysteine	acetylcysteine
R	R05	R05C	R05CB	R05CB02	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Bromhexine	bromhexine
R	R05	R05C	R05CB	R05CB03	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Carbocisteine	carbocisteine
R	R05	R05C	R05CB	R05CB04	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Eprazinone	eprazinone
R	R05	R05C	R05CB	R05CB05	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Coenzyme M	coenzyme m
R	R05	R05C	R05CB	R05CB06	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Ambroxol	ambroxol
R	R05	R05C	R05CB	R05CB07	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Sobrerol	sobrerol
R	R05	R05C	R05CB	R05CB08	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Domiodol	domiodol
R	R05	R05C	R05CB	R05CB09	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Letosteine	letosteine
R	R05	R05C	R05CB	R05CB11	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Stepronin	stepronin
R	R05	R05C	R05CB	R05CB13	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Dornase alfa	dornase alfa
R	R05	R05C	R05CB	R05CB14	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Neltenexine	neltenexine
R	R05	R05C	R05CB	R05CB15	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Erdosteine	erdosteine
R	R05	R05C	R05CB	R05CB16	Respiratory System	Cough And Cold Preparations	Expectorants, Excl. Combinations With Cough Suppressants	Mucolytics	Mannitol	mannitol
R	R05	R05D	R05DA	R05DA01	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Ethylmorphine	ethylmorphine
R	R05	R05D	R05DA	R05DA03	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Hydrocodone	hydrocodone
R	R05	R05D	R05DA	R05DA04	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Codeine	codeine
R	R05	R05D	R05DA	R05DA06	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Normethadone	normethadone
R	R05	R05D	R05DA	R05DA07	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Noscapine	noscapine
R	R05	R05D	R05DA	R05DA08	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Pholcodine	pholcodine
R	R05	R05D	R05DA	R05DA09	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Dextromethorphan	dextromethorphan
R	R05	R05D	R05DA	R05DA10	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Thebacon	thebacon
R	R05	R05D	R05DA	R05DA11	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Dimemorfan	dimemorfan
R	R05	R05D	R05DA	R05DA12	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Opium alkaloids and derivatives	Acetyldihydrocodeine	acetyldihydrocodeine
R	R05	R05D	R05DB	R05DB01	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Benzonatate	benzonatate
R	R05	R05D	R05DB	R05DB02	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Benproperine	benproperine
R	R05	R05D	R05DB	R05DB03	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Clobutinol	clobutinol
R	R05	R05D	R05DB	R05DB04	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Isoaminile	isoaminile
R	R05	R05D	R05DB	R05DB05	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Pentoxyverine	pentoxyverine
R	R05	R05D	R05DB	R05DB07	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Oxolamine	oxolamine
R	R05	R05D	R05DB	R05DB09	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Oxeladin	oxeladin
R	R05	R05D	R05DB	R05DB10	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Clofedanol	clofedanol
R	R05	R05D	R05DB	R05DB11	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Pipazethate	pipazethate
R	R05	R05D	R05DB	R05DB12	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Bibenzonium	bibenzonium
R	R05	R05D	R05DB	R05DB13	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Butamirate	butamirate
R	R05	R05D	R05DB	R05DB14	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Fedrilate	fedrilate
R	R05	R05D	R05DB	R05DB15	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Zipeprol	zipeprol
R	R05	R05D	R05DB	R05DB16	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Dibunate	dibunate
R	R05	R05D	R05DB	R05DB17	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Droxypropine	droxypropine
R	R05	R05D	R05DB	R05DB18	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Prenoxdiazine	prenoxdiazine
R	R05	R05D	R05DB	R05DB19	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Dropropizine	dropropizine
R	R05	R05D	R05DB	R05DB21	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Cloperastine	cloperastine
R	R05	R05D	R05DB	R05DB22	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Meprotixol	meprotixol
R	R05	R05D	R05DB	R05DB23	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Piperidione	piperidione
R	R05	R05D	R05DB	R05DB24	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Tipepidine	tipepidine
R	R05	R05D	R05DB	R05DB25	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Morclofone	morclofone
R	R05	R05D	R05DB	R05DB26	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Nepinalone	nepinalone
